uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	kegg	length	locus_tag	pathway	go_ids	go_bp	localization
P65509	reviewed	NADE_STRR6	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE spr1276	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358869.1; NC_003098.1.;WP_000058033.1; NC_003098.1.;	spr:spr1276	274	spr1276	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; NAD(+) from deamido-NAD(+) (ammonia route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00193}.	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0008795; GO:0009435; GO:0046872	NAD biosynthetic process [GO:0009435]	unknown
P65537	reviewed	NDK_STRR6	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk spr1775	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359367.1; NC_003098.1.;WP_000438289.1; NC_003098.1.;	spr:spr1775	137	spr1775	NA	GO:0004550; GO:0005524; GO:0005737; GO:0006163; GO:0006183; GO:0006220; GO:0006228; GO:0006241; GO:0016310; GO:0046872	CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; phosphorylation [GO:0016310]; purine nucleotide metabolic process [GO:0006163]; pyrimidine nucleotide metabolic process [GO:0006220]; UTP biosynthetic process [GO:0006228]	cytoplasm
P65608	reviewed	OTCC_STRR6	Ornithine carbamoyltransferase, catabolic (OTCase) (EC 2.1.3.3)	arcB spr1957	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359548.1; NC_003098.1.;WP_000185363.1; NC_003098.1.;	spr:spr1957	338	spr1957	PATHWAY: Amino-acid degradation; L-arginine degradation via ADI pathway; carbamoyl phosphate from L-arginine: step 2/2. {ECO:0000255|HAMAP-Rule:MF_01109}.	GO:0004585; GO:0005737; GO:0016597; GO:0019240; GO:0019546; GO:0019547; GO:0042450	arginine biosynthetic process via ornithine [GO:0042450]; arginine catabolic process to ornithine [GO:0019547]; arginine deiminase pathway [GO:0019546]; citrulline biosynthetic process [GO:0019240]	cytoplasm
P65679	reviewed	PCP1_STRR6	Pyrrolidone-carboxylate peptidase 1 (EC 3.4.19.3) (5-oxoprolyl-peptidase 1) (Pyroglutamyl-peptidase I 1) (PGP-I 1) (Pyrase 1)	pcp1 pcp spr0762	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358356.1; NC_003098.1.;WP_000699369.1; NC_003098.1.;	spr:spr0762	214	spr0762	NA	GO:0005829; GO:0006508; GO:0016920	proteolysis [GO:0006508]	cytoplasm
P65780	reviewed	NADK_STRR6	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK spr1005	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358599.1; NC_003098.1.;WP_000799053.1; NC_003098.1.;	spr:spr1005	272	spr1005	NA	GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0016310; GO:0019674; GO:0046872; GO:0051287	NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]; phosphorylation [GO:0016310]	cytoplasm
P65888	reviewed	PURA_STRR6	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA spr0021	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357615.1; NC_003098.1.;WP_000205044.1; NC_003098.1.;	spr:spr0021	428	spr0021	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00011}.	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208; GO:0046040	'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	cytoplasm
P66041	reviewed	RISB_STRR6	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH ribE spr0161	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357755.1; NC_003098.1.;WP_001099502.1; NC_003098.1.;	spr:spr0161	155	spr0161	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; riboflavin from 2-hydroxy-3-oxobutyl phosphate and 5-amino-6-(D-ribitylamino)uracil: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00178}.	GO:0000906; GO:0005829; GO:0009231; GO:0009349	riboflavin biosynthetic process [GO:0009231]	unknown
P66709	reviewed	RPOA_STRR6	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA spr0215	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357809.1; NC_003098.1.;WP_000568988.1; NC_003098.1.;	spr:spr0215	311	spr0215	NA	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0046983	DNA-templated transcription [GO:0006351]	unknown
P66731	reviewed	RPOZ_STRR6	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ spr1582	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359174.1; NC_003098.1.;	spr:spr1582	103	spr1582	NA	GO:0000428; GO:0003677; GO:0003899; GO:0006351	DNA-templated transcription [GO:0006351]	unknown
P66836	reviewed	SPEE_STRR6	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE spr0819	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358413.1; NC_003098.1.;WP_000366713.1; NC_003098.1.;	spr:spr0819	286	spr0819	PATHWAY: Amine and polyamine biosynthesis; spermidine biosynthesis; spermidine from putrescine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00198}.	GO:0004766; GO:0005829; GO:0008295	spermidine biosynthetic process [GO:0008295]	cytoplasm
P66908	reviewed	TGT_STRR6	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt spr1869	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359460.1; NC_003098.1.;WP_001285241.1; NC_003098.1.;	spr:spr1869	380	spr1869	PATHWAY: tRNA modification; tRNA-queuosine biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00168}.	GO:0002099; GO:0005737; GO:0005829; GO:0008479; GO:0008616; GO:0046872; GO:0101030	queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]; tRNA-guanine transglycosylation [GO:0101030]	unknown
P66921	reviewed	THIE2_STRR6	Thiamine-phosphate synthase 2 (TP synthase 2) (TPS 2) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase 2) (TMP pyrophosphorylase 2) (TMP-PPase 2)	thiE2 spr0637	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358231.1; NC_003098.1.;WP_001078223.1; NC_003098.1.;	spr:spr0637	210	spr0637	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine phosphate from 4-amino-2-methyl-5-diphosphomethylpyrimidine and 4-methyl-5-(2-phosphoethyl)-thiazole: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00097}.	GO:0000287; GO:0004789; GO:0005737; GO:0009228; GO:0009229	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	unknown
P66943	reviewed	TPIS_STRR6	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi spr1432	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359025.1; NC_003098.1.;WP_000087897.1; NC_003098.1.;	spr:spr1432	252	spr1432	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000255|HAMAP-Rule:MF_00147}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate from glycerone phosphate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00147}.	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166	gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]	cytoplasm
P67000	reviewed	TRPD_STRR6	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD spr1635	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359227.1; NC_003098.1.;WP_000658684.1; NC_003098.1.;	spr:spr1635	334	spr1635	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 2/5. {ECO:0000255|HAMAP-Rule:MF_00211}.	GO:0000162; GO:0000287; GO:0004048; GO:0005829	tryptophan biosynthetic process [GO:0000162]	unknown
P67050	reviewed	TYSY_STRR6	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA spr0585	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358179.1; NC_003098.1.;WP_000158639.1; NC_003098.1.;	spr:spr0585	279	spr0585	PATHWAY: Pyrimidine metabolism; dTTP biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00008}.	GO:0004799; GO:0005829; GO:0006231; GO:0006235; GO:0032259	dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; methylation [GO:0032259]	cytoplasm
P67414	reviewed	URK_STRR6	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	udk spr1090	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358683.1; NC_003098.1.;WP_001181378.1; NC_003098.1.;	spr:spr1090	212	spr1090	PATHWAY: Pyrimidine metabolism; CTP biosynthesis via salvage pathway; CTP from cytidine: step 1/3. {ECO:0000255|HAMAP-Rule:MF_00551}.; PATHWAY: Pyrimidine metabolism; UMP biosynthesis via salvage pathway; UMP from uridine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00551}.	GO:0004849; GO:0005524; GO:0005737; GO:0016310; GO:0043771; GO:0044206; GO:0044211	CTP salvage [GO:0044211]; phosphorylation [GO:0016310]; UMP salvage [GO:0044206]	cytoplasm
P67507	reviewed	TRMB_STRR6	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	trmB spr0476	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358070.1; NC_003098.1.;WP_001266083.1; NC_003098.1.;	spr:spr0476	211	spr0476	PATHWAY: tRNA modification; N(7)-methylguanine-tRNA biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01057}.	GO:0008176; GO:0030488; GO:0036265; GO:0043527	RNA (guanine-N7)-methylation [GO:0036265]; tRNA methylation [GO:0030488]	unknown
P67581	reviewed	SYM_STRR6	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG metS spr0696	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358290.2; NC_003098.1.;WP_001291370.1; NC_003098.1.;	spr:spr0696	665	spr0696	NA	GO:0000049; GO:0004825; GO:0005524; GO:0005737; GO:0006431	methionyl-tRNA aminoacylation [GO:0006431]	cytoplasm
P67596	reviewed	SYW_STRR6	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS spr2034	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359625.1; NC_003098.1.;WP_000165444.1; NC_003098.1.;	spr:spr2034	341	spr2034	NA	GO:0004830; GO:0005524; GO:0005737; GO:0005829; GO:0006436	tryptophanyl-tRNA aminoacylation [GO:0006436]	cytoplasm
P67685	reviewed	RSGA_STRR6	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA spr1798	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359390.1; NC_003098.1.;WP_001161981.1; NC_003098.1.;	spr:spr1798	292	spr1798	NA	GO:0003924; GO:0005525; GO:0005737; GO:0019843; GO:0042274; GO:0046872	ribosomal small subunit biogenesis [GO:0042274]	cytoplasm
Q7CRA4	unreviewed	Q7CRA4_STRR6	peptidoglycan glycosyltransferase (EC 2.4.1.129)	pbp1b spr1909	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359500.1; NC_003098.1.;WP_001180963.1; NC_003098.1.;	spr:spr1909	821	spr1909	NA	GO:0005576; GO:0006508; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0016020; GO:0016746; GO:0046677; GO:0046872	peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]	unknown
Q7CRB1	reviewed	ATPA_STRR6	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA spr1362	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358955.1; NC_003098.1.;WP_000996639.1; NC_003098.1.;	spr:spr1362	501	spr1362	NA	GO:0005524; GO:0005886; GO:0015986; GO:0043531; GO:0045261; GO:0046933; GO:0046961	proton motive force-driven ATP synthesis [GO:0015986]	inner membrane
Q7CRB2	reviewed	ATPG_STRR6	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG spr1361	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358954.1; NC_003098.1.;WP_000301212.1; NC_003098.1.;	spr:spr1361	292	spr1361	NA	GO:0005524; GO:0005886; GO:0015986; GO:0042777; GO:0045261; GO:0046933	proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	inner membrane
Q7CRB7	reviewed	ACCD_STRR6	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD spr0386	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357980.1; NC_003098.1.;WP_001173353.1; NC_003098.1.;	spr:spr0386	288	spr0386	PATHWAY: Lipid metabolism; malonyl-CoA biosynthesis; malonyl-CoA from acetyl-CoA: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01395}.	GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009317; GO:0016743; GO:2001295	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	cytoplasm
Q7ZAK5	reviewed	TACY_STRR6	Pneumolysin (PLY) (Thiol-activated cytolysin)	ply spr1739	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359331.1; NC_003098.1.;WP_001284359.1; NC_003098.1.;	spr:spr1739	471	spr1739	NA	GO:0005576; GO:0005737; GO:0015485; GO:0016020; GO:0020002; GO:0031640; GO:0090729	killing of cells of another organism [GO:0031640]	cytoplasm
Q7ZAK7	reviewed	XERS_STRR6	Tyrosine recombinase XerS	xerS spr1046	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358640.1; NC_003098.1.;WP_000817882.1; NC_003098.1.;	spr:spr1046	356	spr1046	NA	GO:0003677; GO:0005737; GO:0006310; GO:0007059; GO:0009037; GO:0051301	cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA recombination [GO:0006310]	cytoplasm
Q8CWN4	reviewed	SYD_STRR6	Aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	aspS spr1924	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359515.1; NC_003098.1.;WP_000830872.1; NC_003098.1.;	spr:spr1924	587	spr1924	NA	GO:0003676; GO:0004815; GO:0005524; GO:0005737; GO:0006422; GO:0016740	aspartyl-tRNA aminoacylation [GO:0006422]	cytoplasm
Q8CWN5	reviewed	SYE_STRR6	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX spr1881	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359472.1; NC_003098.1.;WP_000031084.1; NC_003098.1.;	spr:spr1881	486	spr1881	NA	GO:0000049; GO:0004818; GO:0005524; GO:0005829; GO:0006424; GO:0008270	glutamyl-tRNA aminoacylation [GO:0006424]	cytoplasm
Q8CWN6	unreviewed	Q8CWN6_STRR6	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	gapA spr1825	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359417.1; NC_003098.1.;	spr:spr1825	359	spr1825	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 1/5. {ECO:0000256|ARBA:ARBA00004869}.	GO:0004365; GO:0005737; GO:0006006; GO:0050661; GO:0051287	glucose metabolic process [GO:0006006]	cytoplasm
Q8CWN8	reviewed	ASNA_STRR6	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA spr1785	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359377.1; NC_003098.1.;WP_000747995.1; NC_003098.1.;	spr:spr1785	330	spr1785	PATHWAY: Amino-acid biosynthesis; L-asparagine biosynthesis; L-asparagine from L-aspartate (ammonia route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00555}.	GO:0004071; GO:0005524; GO:0005829; GO:0006529; GO:0016740; GO:0070981	asparagine biosynthetic process [GO:0006529]; L-asparagine biosynthetic process [GO:0070981]	cytoplasm
Q8CWN9	reviewed	CH10_STRR6	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)	groES groS spr1723	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359315.1; NC_003098.1.;WP_000917304.1; NC_003098.1.;	spr:spr1723	94	spr1723	NA	GO:0005524; GO:0005737; GO:0044183; GO:0046872; GO:0051082; GO:0051085; GO:0051087	chaperone cofactor-dependent protein refolding [GO:0051085]	cytoplasm
Q8CWQ1	reviewed	TRUA_STRR6	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	truA spr1451	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359044.1; NC_003098.1.;WP_000199207.1; NC_003098.1.;	spr:spr1451	249	spr1451	NA	GO:0003723; GO:0009982; GO:0031119; GO:0106029	tRNA pseudouridine synthesis [GO:0031119]	unknown
Q8CWQ3	reviewed	CCA_STRR6	CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl- transferase) (tRNA nucleotidyltransferase) (tRNA-NT)	cca spr1413	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359006.1; NC_003098.1.;WP_001808398.1; NC_003098.1.;	spr:spr1413	399	spr1413	NA	GO:0000049; GO:0000287; GO:0001680; GO:0004810; GO:0005524; GO:0008033; GO:0042245	RNA repair [GO:0042245]; tRNA 3'-terminal CCA addition [GO:0001680]; tRNA processing [GO:0008033]	unknown
Q8CWQ7	reviewed	AROA_STRR6	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA spr1229	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358822.1; NC_003098.1.;WP_001819694.1; NC_003098.1.;	spr:spr1229	427	spr1229	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 6/7. {ECO:0000255|HAMAP-Rule:MF_00210}.	GO:0003855; GO:0003866; GO:0004764; GO:0004765; GO:0005737; GO:0008652; GO:0009073; GO:0009423	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	cytoplasm
Q8CWR2	reviewed	TRUB_STRR6	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB spr1092	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358685.1; NC_003098.1.;WP_001013236.1; NC_003098.1.;	spr:spr1092	292	spr1092	NA	GO:0003723; GO:0006400; GO:0009982; GO:0031119; GO:0106029; GO:1990481	mRNA pseudouridine synthesis [GO:1990481]; tRNA modification [GO:0006400]; tRNA pseudouridine synthesis [GO:0031119]	unknown
Q8CWR9	reviewed	RS1_STRR6	Small ribosomal subunit protein bS1 (30S Ribosomal protein S1)	rpsA spr0764	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358358.1; NC_003098.1.;WP_001001623.1; NC_003098.1.;	spr:spr0764	400	spr0764	NA	GO:0003729; GO:0003735; GO:0006412; GO:0022627	translation [GO:0006412]	unknown
Q8CWS1	unreviewed	Q8CWS1_STRR6	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD spr0738	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358332.1; NC_003098.1.;WP_000022100.1; NC_003098.1.;	spr:spr0738	236	spr0738	NA	GO:0004731; GO:0004850; GO:0005829; GO:0006152; GO:0006218	purine nucleoside catabolic process [GO:0006152]; uridine catabolic process [GO:0006218]	unknown
Q8CWS5	reviewed	SYK_STRR6	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS spr0626	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358220.1; NC_003098.1.;WP_000102460.1; NC_003098.1.;	spr:spr0626	496	spr0626	NA	GO:0000049; GO:0000287; GO:0003877; GO:0004824; GO:0005524; GO:0005615; GO:0005829; GO:0006430; GO:0015966; GO:0017101; GO:0043032	diadenosine tetraphosphate biosynthetic process [GO:0015966]; lysyl-tRNA aminoacylation [GO:0006430]; positive regulation of macrophage activation [GO:0043032]	cytoplasm
Q8CWS6	unreviewed	Q8CWS6_STRR6	Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (GTP-binding protein BipA)	typA bipA spr0598	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358192.1; NC_003098.1.;	spr:spr0598	620	spr0598	NA	GO:0000049; GO:0003924; GO:0005525; GO:0005829; GO:0019843; GO:0042254; GO:0043022; GO:1990904	ribosome biogenesis [GO:0042254]	cytoplasm
Q8CWS7	reviewed	MIAA_STRR6	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA spr0588	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358182.1; NC_003098.1.;WP_000850184.1; NC_003098.1.;	spr:spr0588	294	spr0588	NA	GO:0005524; GO:0006400; GO:0009824; GO:0052381	tRNA modification [GO:0006400]	unknown
Q8CWT2	reviewed	DNAJ_STRR6	Chaperone protein DnaJ	dnaJ spr0456	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358050.1; NC_003098.1.;WP_001066302.1; NC_003098.1.;	spr:spr0456	372	spr0456	NA	GO:0005524; GO:0005737; GO:0006260; GO:0008270; GO:0009408; GO:0031072; GO:0042026; GO:0051082; GO:0051085	chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	cytoplasm
Q8CWT3	reviewed	DNAK_STRR6	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK spr0455	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358049.1; NC_003098.1.;WP_000034662.1; NC_003098.1.;	spr:spr0455	607	spr0455	NA	GO:0005524; GO:0005829; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0051082; GO:0051085; GO:0140662	chaperone cofactor-dependent protein refolding [GO:0051085]; protein refolding [GO:0042026]	unknown
Q8CWT4	reviewed	GRPE_STRR6	Protein GrpE (HSP-70 cofactor)	grpE spr0454	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_358048.1; NC_003098.1.;WP_000046028.1; NC_003098.1.;	spr:spr0454	174	spr0454	NA	GO:0000774; GO:0005829; GO:0006457; GO:0030150; GO:0042803; GO:0051082; GO:0051087	protein folding [GO:0006457]; protein import into mitochondrial matrix [GO:0030150]	cytoplasm
Q8CWU3	unreviewed	Q8CWU3_STRR6	Hyaluronate lyase (Hyaluronidase/hyase) (EC 4.2.2.1)	hysA spr0286	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357880.1; NC_003098.1.;	spr:spr0286	1078	spr0286	NA	GO:0005576; GO:0005975; GO:0016020; GO:0016798; GO:0030246; GO:0030340; GO:1901575	carbohydrate metabolic process [GO:0005975]; organic substance catabolic process [GO:1901575]	unknown
Q8CWU7	reviewed	RUVB_STRR6	Holliday junction branch migration complex subunit RuvB (EC 3.6.4.12)	ruvB spr0238	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357832.1; NC_003098.1.;WP_001809468.1; NC_003098.1.;	spr:spr0238	332	spr0238	NA	GO:0000400; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0009378; GO:0016887; GO:0048476	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	cytoplasm
Q8CWW0	reviewed	MNMA_STRR6	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA trmU spr0122	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_357716.1; NC_003098.1.;WP_001282986.1; NC_003098.1.;	spr:spr0122	373	spr0122	NA	GO:0000049; GO:0002143; GO:0005524; GO:0005737; GO:0016783	tRNA wobble position uridine thiolation [GO:0002143]	cytoplasm
Q8CY84	reviewed	COMGG_STRR6	Competence protein ComGG (Minor pilin ComGG)	comGG spr1858	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359450.1; NC_003098.1.;WP_000265622.1; NC_003098.1.;	spr:spr1858	137	spr1858	NA	GO:0005886; GO:0009289; GO:0030420	establishment of competence for transformation [GO:0030420]	flagellum
Q8CYC9	reviewed	PFBA_STRR6	Plasmin and fibronectin-binding protein A	pfbA spr1652	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359244.1; NC_003098.1.;WP_010976622.1; NC_003098.1.;	spr:spr1652	719	spr1652	NA	GO:0005576	NA	secreted
Q8DMX2	unreviewed	Q8DMX2_STRR6	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	imdH guaB spr2033	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359624.1; NC_003098.1.;WP_000073428.1; NC_003098.1.;	spr:spr2033	492	spr2033	PATHWAY: Purine metabolism; XMP biosynthesis via de novo pathway; XMP from IMP: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01964, ECO:0000256|RuleBase:RU003928}.	GO:0000166; GO:0003938; GO:0005737; GO:0006177; GO:0006183; GO:0046872	GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]	unknown
Q8DMX3	reviewed	RECF_STRR6	DNA replication and repair protein RecF	recF spr2032	Streptococcus pneumoniae ATCC BAA-255 / R6	171101	NP_359623.1; NC_003098.1.;WP_000266662.1; NC_003098.1.;	spr:spr2032	365	spr2032	NA	GO:0000731; GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006302; GO:0009432	DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; SOS response [GO:0009432]	cytoplasm
