uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
A0A0F6B729	unreviewed	A0A0F6B729_SALT1	Propionate kinase (EC 2.7.2.15)	tdcD STM14_3924	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001001853.1; NZ_CP043402.1.;	402	STM14_3924	PATHWAY: Amino-acid degradation; L-threonine degradation via propanoate pathway; propanoate from L-threonine: step 4/4. {ECO:0000256|HAMAP-Rule:MF_01881}.	GO:0005524; GO:0005829; GO:0006083; GO:0008776; GO:0008980; GO:0016310; GO:0046872; GO:0070689	acetate metabolic process [GO:0006083]; L-threonine catabolic process to propionate [GO:0070689]; phosphorylation [GO:0016310]	unknown
A0A0F6B731	unreviewed	A0A0F6B731_SALT1	L-threonine dehydratase catabolic TdcB (EC 4.3.1.17) (EC 4.3.1.19) (L-serine dehydratase) (Threonine deaminase)	tdcB STM14_3926	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000548370.1; NZ_CP043402.1.;	329	STM14_3926	PATHWAY: Amino-acid degradation; L-threonine degradation via propanoate pathway; propanoate from L-threonine: step 1/4. {ECO:0000256|RuleBase:RU363083}.	GO:0000166; GO:0003941; GO:0004794; GO:0006565; GO:0009097; GO:0030170; GO:0070689	isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; L-threonine catabolic process to propionate [GO:0070689]	unknown
A0A0F6B734	unreviewed	A0A0F6B734_SALT1	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Tartronate semialdehyde reductase) (TSAR)	garR STM14_3930	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000178106.1; NZ_CP043402.1.;	296	STM14_3930	PATHWAY: Carbohydrate acid metabolism; galactarate degradation; D-glycerate from galactarate: step 3/3. {ECO:0000256|HAMAP-Rule:MF_02032}.	GO:0008679; GO:0046392; GO:0046487; GO:0050661; GO:0051287	galactarate catabolic process [GO:0046392]; glyoxylate metabolic process [GO:0046487]	unknown
A0A0F6B735	unreviewed	A0A0F6B735_SALT1	5-keto-4-deoxy-D-glucarate aldolase (KDGluc aldolase) (KDGlucA) (EC 4.1.2.20) (2-dehydro-3-deoxy-D-glucarate aldolase) (2-keto-3-deoxy-D-glucarate aldolase) (5-dehydro-4-deoxy-D-glucarate aldolase) (Alpha-keto-beta-deoxy-D-glucarate aldolase)	garL STM14_3931	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001057715.1; NZ_CP043402.1.;	256	STM14_3931	PATHWAY: Carbohydrate acid metabolism; galactarate degradation; D-glycerate from galactarate: step 2/3. {ECO:0000256|HAMAP-Rule:MF_01291}.	GO:0000287; GO:0005737; GO:0008672; GO:0042838; GO:0046392	D-glucarate catabolic process [GO:0042838]; galactarate catabolic process [GO:0046392]	unknown
A0A0F6B743	unreviewed	A0A0F6B743_SALT1	D-tagatose-1,6-bisphosphate aldolase subunit GatY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	gatY_1 gatY STM14_3939	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000469985.1; NZ_CP043402.1.;	284	STM14_3939	PATHWAY: Carbohydrate metabolism; D-tagatose 6-phosphate degradation; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-tagatose 6-phosphate: step 2/2. {ECO:0000256|ARBA:ARBA00005191, ECO:0000256|HAMAP-Rule:MF_01294}.	GO:0005829; GO:0008270; GO:0009025; GO:0019404; GO:2001059	D-tagatose 6-phosphate catabolic process [GO:2001059]; galactitol catabolic process [GO:0019404]	unknown
A0A0F6B764	unreviewed	A0A0F6B764_SALT1	ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A)	deaD csdA STM14_3962	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000807248.1; NZ_CP043402.1.;	629	STM14_3962	NA	GO:0003724; GO:0005524; GO:0005829; GO:0005840; GO:0006401; GO:0016887; GO:0033592; GO:0070417	cellular response to cold [GO:0070417]; RNA catabolic process [GO:0006401]	cytoplasm
A0A0F6B766	unreviewed	A0A0F6B766_SALT1	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp STM14_3964	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001670767.1; NZ_CP043402.1.;	711	STM14_3964	NA	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006402	mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	cytoplasm
A0A0F6B769	unreviewed	A0A0F6B769_SALT1	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB STM14_3967	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000089674.1; NZ_CP043402.1.;	314	STM14_3967	NA	GO:0003723; GO:0031119; GO:0106029; GO:1990481	mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]	unknown
A0A0F6B774	unreviewed	A0A0F6B774_SALT1	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG STM14_3973	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000207654.1; NZ_CP043402.1.;	447	STM14_3973	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate: step 2/3. {ECO:0000256|ARBA:ARBA00004967, ECO:0000256|HAMAP-Rule:MF_00581}.	GO:0000050; GO:0000053; GO:0004055; GO:0005524; GO:0005737; GO:0006526; GO:0042803	arginine biosynthetic process [GO:0006526]; argininosuccinate metabolic process [GO:0000053]; urea cycle [GO:0000050]	cytoplasm
A0A0F6B777	unreviewed	A0A0F6B777_SALT1	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM STM14_3977	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000071169.1; NZ_CP043402.1.;	445	STM14_3977	NA	GO:0000287; GO:0004615; GO:0005829; GO:0005975; GO:0006048; GO:0008966; GO:0009252	carbohydrate metabolic process [GO:0005975]; peptidoglycan biosynthetic process [GO:0009252]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	unknown
A0A0F6B788	unreviewed	A0A0F6B788_SALT1	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obgE obg STM14_3988	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000673556.1; NZ_CP043402.1.;	390	STM14_3988	NA	GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0042254	ribosome biogenesis [GO:0042254]	cytoplasm
A0A0F6B793	unreviewed	A0A0F6B793_SALT1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA STM14_3994	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000357288.1; NZ_CP043402.1.;	419	STM14_3994	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|ARBA:ARBA00004752, ECO:0000256|HAMAP-Rule:MF_00111}.	GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	cytoplasm
A0A0F6B7A3	unreviewed	A0A0F6B7A3_SALT1	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (EC 3.1.3.45) (KDO 8-P phosphatase)	yrbI STM14_4004	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000030021.1; NZ_CP043402.1.;	188	STM14_4004	PATHWAY: Bacterial outer membrane biogenesis; lipopolysaccharide biosynthesis. {ECO:0000256|ARBA:ARBA00004756, ECO:0000256|PIRNR:PIRNR006118}.; PATHWAY: Carbohydrate biosynthesis; 3-deoxy-D-manno-octulosonate biosynthesis; 3-deoxy-D-manno-octulosonate from D-ribulose 5-phosphate: step 3/3. {ECO:0000256|ARBA:ARBA00004807, ECO:0000256|PIRNR:PIRNR006118}.	GO:0009103; GO:0019143; GO:0046872	lipopolysaccharide biosynthetic process [GO:0009103]	unknown
A0A0F6B7B3	unreviewed	A0A0F6B7B3_SALT1	Biosynthetic peptidoglycan transglycosylase (EC 2.4.1.129) (Glycan polymerase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA STM14_4014	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000044652.1; NZ_CP043402.1.;	242	STM14_4014	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00766}.	GO:0005886; GO:0008360; GO:0008955; GO:0009252; GO:0009274; GO:0016763; GO:0071555	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	inner membrane
A0A0F6B7C6	unreviewed	A0A0F6B7C6_SALT1	N-acetylmannosamine kinase (EC 2.7.1.60) (ManNAc kinase) (N-acetyl-D-mannosamine kinase)	nanK STM14_4027	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000208976.1; NZ_CP043402.1.;	291	STM14_4027	PATHWAY: Amino-sugar metabolism; N-acetylneuraminate degradation; D-fructose 6-phosphate from N-acetylneuraminate: step 2/5. {ECO:0000256|HAMAP-Rule:MF_01234}.	GO:0005524; GO:0006051; GO:0008270; GO:0009384; GO:0019262	N-acetylmannosamine metabolic process [GO:0006051]; N-acetylneuraminate catabolic process [GO:0019262]	unknown
A0A0F6B7C9	unreviewed	A0A0F6B7C9_SALT1	N-acetylneuraminate lyase (NAL) (Neu5Ac lyase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialic acid aldolase) (Sialic acid lyase)	nanA STM14_4030	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001029667.1; NZ_CP043402.1.;	297	STM14_4030	PATHWAY: Amino-sugar metabolism; N-acetylneuraminate degradation; D-fructose 6-phosphate from N-acetylneuraminate: step 1/5. {ECO:0000256|HAMAP-Rule:MF_01237}.	GO:0005829; GO:0005975; GO:0008747; GO:0019262	carbohydrate metabolic process [GO:0005975]; N-acetylneuraminate catabolic process [GO:0019262]	cytoplasm
A0A0F6B7G3	unreviewed	A0A0F6B7G3_SALT1	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	maf_2 STM14_4065	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000210306.1; NZ_CP043402.1.;	197	STM14_4065	NA	GO:0005737; GO:0009117; GO:0036218; GO:0036221	nucleotide metabolic process [GO:0009117]	cytoplasm
A0A0F6B7H0	unreviewed	A0A0F6B7H0_SALT1	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)	msrP STM14_4072	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000723876.1; NZ_CP043402.1.;	334	STM14_4072	NA	GO:0016672; GO:0030091; GO:0042597; GO:0043546; GO:0046872	protein repair [GO:0030091]	periplasm
A0A0F6B7H1	unreviewed	A0A0F6B7H1_SALT1	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ STM14_4073	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001240053.1; NZ_CP043402.1.;	199	STM14_4073	NA	GO:0005886; GO:0009055; GO:0010181; GO:0016679; GO:0020037; GO:0030091; GO:0046872	protein repair [GO:0030091]	inner membrane
A0A0F6B7I0	unreviewed	A0A0F6B7I0_SALT1	tRNA-dihydrouridine synthase B (EC 1.3.1.-)	yhdG dusB STM14_4082	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001219664.1; NZ_CP043402.1.;	321	STM14_4082	NA	GO:0000049; GO:0010181; GO:0017150; GO:0050660	NA	unknown
A0A0F6B7J7	unreviewed	A0A0F6B7J7_SALT1	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE_2 aroE STM14_4104	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000451193.1; NZ_CP043402.1.;	272	STM14_4104	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 4/7. {ECO:0000256|ARBA:ARBA00004871, ECO:0000256|HAMAP-Rule:MF_00222}.	GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]	unknown
A0A0F6B7J8	unreviewed	A0A0F6B7J8_SALT1	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	yrdC tsaC STM14_4105	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001063609.1; NZ_CP043402.1.;	190	STM14_4105	NA	GO:0000049; GO:0002949; GO:0003725; GO:0005524; GO:0005737; GO:0006450; GO:0061710	regulation of translational fidelity [GO:0006450]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	cytoplasm
A0A0F6B7K4	unreviewed	A0A0F6B7K4_SALT1	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	sun rsmB STM14_4111	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000744604.1; NZ_CP043402.1.;	429	STM14_4111	NA	GO:0003723; GO:0005829; GO:0006355; GO:0009383; GO:0070475	regulation of DNA-templated transcription [GO:0006355]; rRNA base methylation [GO:0070475]	cytoplasm
A0A0F6B7L1	unreviewed	A0A0F6B7L1_SALT1	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA STM14_4118	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001162094.1; NZ_CP043402.1.;	329	STM14_4118	NA	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0046983	DNA-templated transcription [GO:0006351]	unknown
A0A0F6B7Q5	unreviewed	A0A0F6B7Q5_SALT1	Glutathione-regulated potassium-efflux system ancillary protein KefG (Putative quinone oxidoreductase KefG) (EC 1.6.5.2)	yheR kefG STM14_4162	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000081820.1; NZ_CP043402.1.;	183	STM14_4162	NA	GO:0005886; GO:0006813; GO:0008753; GO:0009055; GO:0010181; GO:0050136; GO:1901381	positive regulation of potassium ion transmembrane transport [GO:1901381]; potassium ion transport [GO:0006813]	inner membrane
A0A0F6B7T6	unreviewed	A0A0F6B7T6_SALT1	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	gph STM14_4194	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000359655.1; NZ_CP043402.1.;	252	STM14_4194	PATHWAY: Organic acid metabolism; glycolate biosynthesis; glycolate from 2-phosphoglycolate: step 1/1. {ECO:0000256|ARBA:ARBA00004818, ECO:0000256|HAMAP-Rule:MF_00495}.	GO:0005829; GO:0005975; GO:0006281; GO:0008967; GO:0016311; GO:0046295; GO:0046872	carbohydrate metabolic process [GO:0005975]; dephosphorylation [GO:0016311]; DNA repair [GO:0006281]; glycolate biosynthetic process [GO:0046295]	unknown
A0A0F6B7T7	unreviewed	A0A0F6B7T7_SALT1	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe STM14_4195	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000816284.1; NZ_CP043402.1.;	225	STM14_4195	PATHWAY: Carbohydrate degradation. {ECO:0000256|HAMAP-Rule:MF_02227}.	GO:0004750; GO:0005829; GO:0005886; GO:0009052; GO:0019323; GO:0046872	pentose catabolic process [GO:0019323]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	inner membrane
A0A0F6B7U0	unreviewed	A0A0F6B7U0_SALT1	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB STM14_4198	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000439828.1; NZ_CP043402.1.;	362	STM14_4198	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 2/7. {ECO:0000256|ARBA:ARBA00004661, ECO:0000256|HAMAP-Rule:MF_00110}.	GO:0000166; GO:0003856; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0046872	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	cytoplasm
A0A0F6B7U1	unreviewed	A0A0F6B7U1_SALT1	Shikimate kinase 1 (SK 1) (EC 2.7.1.71)	aroK STM14_4199	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000818621.1; NZ_CP043402.1.;	173	STM14_4199	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 5/7. {ECO:0000256|ARBA:ARBA00004842, ECO:0000256|HAMAP-Rule:MF_00109}.	GO:0000287; GO:0004765; GO:0005524; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0016310	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; phosphorylation [GO:0016310]	cytoplasm
A0A0F6B7U7	unreviewed	A0A0F6B7U7_SALT1	Penicillin-binding protein 1A (EC 2.4.1.129) (EC 3.4.16.4)	mrcA STM14_4205	Salmonella typhimurium 14028s / SGSC 2262	588858	NA	858	STM14_4205	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|ARBA:ARBA00004752}.	GO:0005886; GO:0006508; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0046677	peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; response to antibiotic [GO:0046677]	inner membrane
A0A0F6B7V7	unreviewed	A0A0F6B7V7_SALT1	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA STM14_4215	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001265689.1; NZ_CP043402.1.;	539	STM14_4215	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000256|ARBA:ARBA00004742, ECO:0000256|HAMAP-Rule:MF_00453}.	GO:0004612; GO:0005524; GO:0005829; GO:0006094; GO:0016301; GO:0016310; GO:0046872	gluconeogenesis [GO:0006094]; phosphorylation [GO:0016310]	cytoplasm
A0A0F6B7W8	unreviewed	A0A0F6B7W8_SALT1	Pimeloyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85) (Biotin synthesis protein BioH) (Carboxylesterase BioH)	bioH STM14_4226	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000998146.1; NZ_CP043402.1.;	256	STM14_4226	PATHWAY: Cofactor biosynthesis; biotin biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01260}.	GO:0005737; GO:0009102; GO:0052689	biotin biosynthetic process [GO:0009102]	cytoplasm
A0A0F6B7Z7	unreviewed	A0A0F6B7Z7_SALT1	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC STM14_4256	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000253995.1; NZ_CP043402.1.;	431	STM14_4256	PATHWAY: Glycan biosynthesis; glycogen biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00624}.	GO:0005524; GO:0005978; GO:0008878	glycogen biosynthetic process [GO:0005978]	unknown
A0A0F6B7Z9	unreviewed	A0A0F6B7Z9_SALT1	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB STM14_4258	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000098543.1; NZ_CP043402.1.;	728	STM14_4258	PATHWAY: Glycan biosynthesis; glycogen biosynthesis. {ECO:0000256|ARBA:ARBA00004964, ECO:0000256|HAMAP-Rule:MF_00685}.	GO:0003844; GO:0004553; GO:0005829; GO:0005978; GO:0005982; GO:0043169; GO:0102752	glycogen biosynthetic process [GO:0005978]; starch metabolic process [GO:0005982]	unknown
A0A0F6B812	unreviewed	A0A0F6B812_SALT1	Ribokinase (RK) (EC 2.7.1.15)	rbsK STM14_4272	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000667440.1; NZ_CP043402.1.;	404	STM14_4272	PATHWAY: Carbohydrate metabolism; D-ribose degradation; D-ribose 5-phosphate from beta-D-ribopyranose: step 2/2. {ECO:0000256|HAMAP-Rule:MF_01987}.	GO:0003700; GO:0004747; GO:0005524; GO:0005829; GO:0019303; GO:0046872	D-ribose catabolic process [GO:0019303]	cytoplasm
A0A0F6B816	unreviewed	A0A0F6B816_SALT1	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	ggt STM14_4276	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000805096.1; NZ_CP043402.1.;	580	STM14_4276	PATHWAY: Sulfur metabolism; glutathione metabolism. {ECO:0000256|RuleBase:RU368036}.	GO:0006750; GO:0006751; GO:0036374; GO:0103068	glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]	unknown
A0A0F6B839	unreviewed	A0A0F6B839_SALT1	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	ftsY STM14_4299	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001118686.1; NZ_CP043402.1.;	491	STM14_4299	NA	GO:0003924; GO:0005047; GO:0005525; GO:0005737; GO:0005886; GO:0006614; GO:0016887; GO:0051301	cell division [GO:0051301]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	inner membrane
A0A0F6B866	unreviewed	A0A0F6B866_SALT1	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	yhiR rlmJ STM14_4326	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000954235.1; NZ_CP043402.1.;	280	STM14_4326	NA	GO:0003723; GO:0005829; GO:0036307; GO:0070475	rRNA base methylation [GO:0070475]	unknown
A0A0F6B874	unreviewed	A0A0F6B874_SALT1	Cytoplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	treF STM14_4334	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000934257.1; NZ_CP043402.1.;	549	STM14_4334	PATHWAY: Glycan degradation; trehalose degradation; D-glucose from alpha,alpha-trehalose: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01059}.	GO:0004555; GO:0005737; GO:0005993; GO:0071474	cellular hyperosmotic response [GO:0071474]; trehalose catabolic process [GO:0005993]	cytoplasm
A0A0F6B8D3	unreviewed	A0A0F6B8D3_SALT1	Glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79) (EC 1.1.1.81)	yiaE ghrB STM14_4396	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000804674.1; NZ_CP043402.1.;	324	STM14_4396	NA	GO:0005829; GO:0005886; GO:0008465; GO:0016618; GO:0030267; GO:0051287	NA	cytoplasm
A0A0F6B8G1	unreviewed	A0A0F6B8G1_SALT1	2,3-diketo-L-gulonate reductase (2,3-DKG reductase) (EC 1.1.1.130) (3-dehydro-L-gulonate 2-dehydrogenase)	yiaK dlgD STM14_4425	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000869012.1; NZ_CP043402.1.;	332	STM14_4425	NA	GO:0005737; GO:0047559; GO:0070403	NA	cytoplasm
A0A0F6B8H7	unreviewed	A0A0F6B8H7_SALT1	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase)	selA STM14_4441	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000200187.1; NZ_CP043402.1.;	463	STM14_4441	PATHWAY: Aminoacyl-tRNA biosynthesis; selenocysteinyl-tRNA(Sec) biosynthesis; selenocysteinyl-tRNA(Sec) from L-seryl-tRNA(Sec) (bacterial route): step 1/1. {ECO:0000256|HAMAP-Rule:MF_00423}.	GO:0001514; GO:0004125; GO:0005737	selenocysteine incorporation [GO:0001514]	cytoplasm
A0A0F6B8J0	unreviewed	A0A0F6B8J0_SALT1	tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)	yibK trmL STM14_4454	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000932335.1; NZ_CP043402.1.;	157	STM14_4454	NA	GO:0002131; GO:0002132; GO:0003723; GO:0005737; GO:0141098; GO:0141102	wobble position cytosine ribose methylation [GO:0002131]; wobble position uridine ribose methylation [GO:0002132]	cytoplasm
A0A0F6B8J6	unreviewed	A0A0F6B8J6_SALT1	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA STM14_4460	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_001076596.1; NZ_CP043402.1.;	339	STM14_4460	PATHWAY: Membrane lipid metabolism; glycerophospholipid metabolism. {ECO:0000256|HAMAP-Rule:MF_00394}.	GO:0005829; GO:0005975; GO:0006116; GO:0009331; GO:0046167; GO:0046168; GO:0046474; GO:0047952; GO:0051287	carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerophospholipid biosynthetic process [GO:0046474]; NADH oxidation [GO:0006116]	cytoplasm
A0A0F6B8K0	unreviewed	A0A0F6B8K0_SALT1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	pmgI gpmI STM14_4464	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000116576.1; NZ_CP043402.1.;	514	STM14_4464	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 3/5. {ECO:0000256|ARBA:ARBA00004798, ECO:0000256|HAMAP-Rule:MF_01038}.	GO:0005829; GO:0006007; GO:0006096; GO:0030145; GO:0046537	glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]	unknown
A0A0F6B8K5	unreviewed	A0A0F6B8K5_SALT1	L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103)	tdh STM14_4469	Salmonella typhimurium 14028s / SGSC 2262	588858	WP_000645990.1; NZ_CP043402.1.;	341	STM14_4469	PATHWAY: Amino-acid degradation; L-threonine degradation via oxydo-reductase pathway; glycine from L-threonine: step 1/2. {ECO:0000256|HAMAP-Rule:MF_00627}.	GO:0005737; GO:0008270; GO:0008743; GO:0019518	L-threonine catabolic process to glycine [GO:0019518]	cytoplasm
