uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
Q9A051	unreviewed	Q9A051_STRP1	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth SPy_0929	Streptococcus pyogenes serotype M1	301447	NP_269123.1; NC_002737.2.;	218	SPy_0929	NA	GO:0003677; GO:0004519; GO:0006285; GO:0019104; GO:0046872; GO:0051539; GO:0140078	base-excision repair, AP site formation [GO:0006285]	unknown
Q9A059	reviewed	MIAA_STRP1	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA SPy_0921 M5005_Spy0722	Streptococcus pyogenes serotype M1	301447	NP_269115.1; NC_002737.2.;	299	SPy_0921 M5005_Spy0722	NA	GO:0005524; GO:0006400; GO:0009824; GO:0052381	tRNA modification [GO:0006400]	unknown
Q9A068	unreviewed	Q9A068_STRP1	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	bcaT SPy_0911	Streptococcus pyogenes serotype M1	301447	NP_269106.1; NC_002737.2.;	340	SPy_0911	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 4/4. {ECO:0000256|ARBA:ARBA00004824, ECO:0000256|RuleBase:RU004519}.; PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 4/4. {ECO:0000256|ARBA:ARBA00005072, ECO:0000256|RuleBase:RU004519}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 4/4. {ECO:0000256|ARBA:ARBA00004931, ECO:0000256|RuleBase:RU004519}.	GO:0008652; GO:0009097; GO:0009098; GO:0009099; GO:0050048; GO:0052654; GO:0052655; GO:0052656	amino acid biosynthetic process [GO:0008652]; isoleucine biosynthetic process [GO:0009097]; leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099]	unknown
Q9A069	unreviewed	Q9A069_STRP1	DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)	parE SPy_0909	Streptococcus pyogenes serotype M1	301447	NP_269104.1; NC_002737.2.;	650	SPy_0909	NA	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265; GO:0007059; GO:0046872	chromosome segregation [GO:0007059]; DNA topological change [GO:0006265]	unknown
Q9A071	reviewed	PYRC_STRP1	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC SPy_0907 M5005_Spy0709	Streptococcus pyogenes serotype M1	301447	NP_269102.1; NC_002737.2.;	422	SPy_0907 M5005_Spy0709	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 3/3. {ECO:0000255|HAMAP-Rule:MF_00220}.	GO:0004038; GO:0004151; GO:0005737; GO:0006145; GO:0008270; GO:0044205	'de novo' UMP biosynthetic process [GO:0044205]; purine nucleobase catabolic process [GO:0006145]	unknown
Q9A076	reviewed	PYRE_STRP1	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE SPy_0901 M5005_Spy0704	Streptococcus pyogenes serotype M1	301447	NP_269097.1; NC_002737.2.;	209	SPy_0901 M5005_Spy0704	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_01208}.	GO:0000287; GO:0004588; GO:0004590; GO:0019856; GO:0044205	'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleobase biosynthetic process [GO:0019856]	unknown
Q9A077	reviewed	PYRF_STRP1	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF SPy_0900 M5005_Spy0703	Streptococcus pyogenes serotype M1	301447	NP_269096.1; NC_002737.2.;	230	SPy_0900 M5005_Spy0703	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 2/2. {ECO:0000255|HAMAP-Rule:MF_01200}.	GO:0004590; GO:0005829; GO:0006207; GO:0044205	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]	unknown
Q9A081	unreviewed	Q9A081_STRP1	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD2 deoD SPy_0894	Streptococcus pyogenes serotype M1	301447	NP_269092.1; NC_002737.2.;	237	SPy_0894	NA	GO:0004731; GO:0004850; GO:0005829; GO:0006152; GO:0006218	purine nucleoside catabolic process [GO:0006152]; uridine catabolic process [GO:0006218]	unknown
Q9A0A5	reviewed	CCA_STRP1	CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl- transferase) (tRNA nucleotidyltransferase) (tRNA-NT)	cca SPy_0866 M5005_Spy0673	Streptococcus pyogenes serotype M1	301447	NP_269068.1; NC_002737.2.;	402	SPy_0866 M5005_Spy0673	NA	GO:0000049; GO:0000287; GO:0001680; GO:0004810; GO:0005524; GO:0042245	RNA repair [GO:0042245]; tRNA 3'-terminal CCA addition [GO:0001680]	unknown
Q9A0B1	unreviewed	Q9A0B1_STRP1	Tagatose-6-phosphate kinase (EC 2.7.1.144)	fruB SPy_0854	Streptococcus pyogenes serotype M1	301447	NP_269061.1; NC_002737.2.;	303	SPy_0854	PATHWAY: Carbohydrate metabolism; D-tagatose 6-phosphate degradation; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-tagatose 6-phosphate: step 1/2. {ECO:0000256|PIRNR:PIRNR000535}.	GO:0005524; GO:0005829; GO:0005988; GO:0008662; GO:0009024; GO:2001059	D-tagatose 6-phosphate catabolic process [GO:2001059]; lactose metabolic process [GO:0005988]	unknown
Q9A0D2	reviewed	LSPA_STRP1	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA lsp SPy_0826 M5005_Spy0637	Streptococcus pyogenes serotype M1	301447	NP_269038.1; NC_002737.2.;	152	SPy_0826 M5005_Spy0637	PATHWAY: Protein modification; lipoprotein biosynthesis (signal peptide cleavage). {ECO:0000255|HAMAP-Rule:MF_00161}.	GO:0004190; GO:0005886; GO:0006508	proteolysis [GO:0006508]	inner membrane
Q9A0D8	reviewed	THII_STRP1	Probable tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI SPy_0817 M5005_Spy0631	Streptococcus pyogenes serotype M1	301447	NP_269032.1; NC_002737.2.;	404	SPy_0817 M5005_Spy0631	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00021}.	GO:0000049; GO:0002937; GO:0004810; GO:0005524; GO:0005829; GO:0009228; GO:0009229; GO:0052837; GO:0140741	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]; thiazole biosynthetic process [GO:0052837]; tRNA 4-thiouridine biosynthesis [GO:0002937]	cytoplasm
Q9A0E4	reviewed	AROC_STRP1	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC aroF SPy_0810 M5005_Spy0625	Streptococcus pyogenes serotype M1	301447	NP_269026.1; NC_002737.2.;	388	SPy_0810 M5005_Spy0625	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 7/7. {ECO:0000255|HAMAP-Rule:MF_00300}.	GO:0004107; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0010181	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	unknown
Q9A0F0	reviewed	KCY_STRP1	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk SPy_0803 M5005_Spy0618	Streptococcus pyogenes serotype M1	301447	NP_269019.1; NC_002737.2.;	226	SPy_0803 M5005_Spy0618	NA	GO:0005524; GO:0005829; GO:0006220; GO:0015949; GO:0016310; GO:0036430; GO:0036431	nucleobase-containing small molecule interconversion [GO:0015949]; phosphorylation [GO:0016310]; pyrimidine nucleotide metabolic process [GO:0006220]	cytoplasm
Q9A0F4	reviewed	PEPT_STRP1	Peptidase T (EC 3.4.11.4) (Aminotripeptidase) (Tripeptidase) (Tripeptide aminopeptidase)	pepT SPy_0799 M5005_Spy0614	Streptococcus pyogenes serotype M1	301447	NP_269015.1; NC_002737.2.;	407	SPy_0799 M5005_Spy0614	NA	GO:0005829; GO:0006508; GO:0008237; GO:0008270; GO:0043171; GO:0045148	peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	cytoplasm
Q9A0G9	unreviewed	Q9A0G9_STRP1	DNA primase (EC 2.7.7.101)	dnaG SPy_0781	Streptococcus pyogenes serotype M1	301447	NP_269000.1; NC_002737.2.;	604	SPy_0781	NA	GO:0000428; GO:0003677; GO:0003896; GO:0005737; GO:0008270; GO:1990077	NA	unknown
Q9A0I0	reviewed	SYFB_STRP1	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT SPy_0769 M5005_Spy0588	Streptococcus pyogenes serotype M1	301447	NP_268989.1; NC_002737.2.;	801	SPy_0769 M5005_Spy0588	NA	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0006432; GO:0009328; GO:0016740	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytoplasm
Q9A0I1	reviewed	SYFA_STRP1	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS SPy_0768 M5005_Spy0587	Streptococcus pyogenes serotype M1	301447	NP_268988.3; NC_002737.2.;	347	SPy_0768 M5005_Spy0587	NA	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432; GO:0016740	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytoplasm
Q9A0I7	reviewed	ATPB_STRP1	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD SPy_0760 M5005_Spy0581	Streptococcus pyogenes serotype M1	301447	NP_268982.1; NC_002737.2.;	468	SPy_0760 M5005_Spy0581	NA	GO:0005524; GO:0005886; GO:0016887; GO:0045261; GO:0046933; GO:0046961	NA	inner membrane
Q9A0I9	reviewed	ATPA_STRP1	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA SPy_0758 M5005_Spy0579	Streptococcus pyogenes serotype M1	301447	NP_268980.1; NC_002737.2.;	502	SPy_0758 M5005_Spy0579	NA	GO:0005524; GO:0005886; GO:0043531; GO:0045261; GO:0046933; GO:0046961	NA	inner membrane
Q9A0J3	unreviewed	Q9A0J3_STRP1	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE SPy_0754	Streptococcus pyogenes serotype M1	301447	NP_268976.1; NC_002737.2.;	65	SPy_0754	NA	GO:0005886; GO:0008289; GO:0016787; GO:0045263; GO:0046933	NA	inner membrane
Q9A0J5	reviewed	DNLJ_STRP1	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA SPy_0751 M5005_Spy0573	Streptococcus pyogenes serotype M1	301447	NP_268974.1; NC_002737.2.;	652	SPy_0751 M5005_Spy0573	NA	GO:0003677; GO:0003911; GO:0005829; GO:0006260; GO:0006288; GO:0046872	base-excision repair, DNA ligation [GO:0006288]; DNA replication [GO:0006260]	unknown
Q9A0L0	reviewed	GYRB_STRP1	DNA gyrase subunit B (EC 5.6.2.2)	gyrB SPy_0727 M5005_Spy0553	Streptococcus pyogenes serotype M1	301447	NP_268956.1; NC_002737.2.;	650	SPy_0727 M5005_Spy0553	NA	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0046872	DNA topological change [GO:0006265]; DNA-templated DNA replication [GO:0006261]	cytoplasm
Q9A0U6	unreviewed	Q9A0U6_STRP1	Probable peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase)	ftsW SPy_0609	Streptococcus pyogenes serotype M1	301447	NP_268864.1; NC_002737.2.;	434	SPy_0609	NA	GO:0008360; GO:0009252; GO:0015648; GO:0016020; GO:0016757; GO:0032153; GO:0051301	cell division [GO:0051301]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	unknown
Q9A0U7	reviewed	CAPP_STRP1	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc SPy_0608 M5005_Spy0505	Streptococcus pyogenes serotype M1	301447	NP_268863.2; NC_002737.2.;	920	SPy_0608 M5005_Spy0505	NA	GO:0000287; GO:0005829; GO:0006099; GO:0006107; GO:0008964; GO:0015977	carbon fixation [GO:0015977]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]	unknown
Q9A0V7	reviewed	SYK_STRP1	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS SPy_0595 M5005_Spy0495	Streptococcus pyogenes serotype M1	301447	NP_268853.1; NC_002737.2.;	497	SPy_0595 M5005_Spy0495	NA	GO:0000049; GO:0000287; GO:0003877; GO:0004824; GO:0005524; GO:0005615; GO:0005829; GO:0006430; GO:0015966; GO:0017101; GO:0043032	diadenosine tetraphosphate biosynthetic process [GO:0015966]; lysyl-tRNA aminoacylation [GO:0006430]; positive regulation of macrophage activation [GO:0043032]	cytoplasm
Q9A0X7	unreviewed	Q9A0X7_STRP1	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	ftsY SPy_0569	Streptococcus pyogenes serotype M1	301447	NP_268833.1; NC_002737.2.;	516	SPy_0569	NA	GO:0003924; GO:0005047; GO:0005525; GO:0005737; GO:0005886; GO:0006614; GO:0016887	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	inner membrane
Q9A104	unreviewed	Q9A104_STRP1	Chromosome partition protein Smc	smc SPy_0532	Streptococcus pyogenes serotype M1	301447	NP_268806.1; NC_002737.2.;	1179	SPy_0532	NA	GO:0003690; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0007059; GO:0007064; GO:0016887; GO:0030261; GO:0061775	chromosome condensation [GO:0030261]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]; mitotic sister chromatid cohesion [GO:0007064]	cytoplasm
Q9A115	reviewed	SYT_STRP1	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS SPy_0517 M5005_Spy0427	Streptococcus pyogenes serotype M1	301447	NP_268795.1; NC_002737.2.;	647	SPy_0517 M5005_Spy0427	NA	GO:0000049; GO:0004829; GO:0005524; GO:0005737; GO:0006435; GO:0016740; GO:0046872	threonyl-tRNA aminoacylation [GO:0006435]	cytoplasm
Q9A127	unreviewed	Q9A127_STRP1	Ribonuclease R (RNase R) (EC 3.1.13.1)	rnr SPy_0503	Streptococcus pyogenes serotype M1	301447	NP_268782.1; NC_002737.2.;	777	SPy_0503	NA	GO:0000175; GO:0000932; GO:0003723; GO:0005829; GO:0006402; GO:0008859; GO:0010587	miRNA catabolic process [GO:0010587]; mRNA catabolic process [GO:0006402]	cytoplasm
Q9A131	reviewed	FPG_STRP1	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg SPy_0497 M5005_Spy0408	Streptococcus pyogenes serotype M1	301447	NP_268777.1; NC_002737.2.;	275	SPy_0497 M5005_Spy0408	NA	GO:0003684; GO:0006284; GO:0008270; GO:0034039; GO:0140078	base-excision repair [GO:0006284]	unknown
Q9A155	reviewed	FTSK_STRP1	DNA translocase FtsK	ftsK SPy_0458 M5005_Spy0372	Streptococcus pyogenes serotype M1	301447	NP_268751.1; NC_002737.2.;	801	SPy_0458 M5005_Spy0372	NA	GO:0003677; GO:0005524; GO:0005886; GO:0007059; GO:0016887; GO:0051301	cell division [GO:0051301]; chromosome segregation [GO:0007059]	inner membrane
Q9A178	reviewed	SYM_STRP1	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG metS SPy_0422 M5005_Spy0345	Streptococcus pyogenes serotype M1	301447	NP_268725.1; NC_002737.2.;	665	SPy_0422 M5005_Spy0345	NA	GO:0000049; GO:0004825; GO:0005524; GO:0005737; GO:0006431	methionyl-tRNA aminoacylation [GO:0006431]	cytoplasm
Q9A180	unreviewed	Q9A180_STRP1	C5a peptidase (EC 3.4.21.110) (SCP)	prtS SPy_0416	Streptococcus pyogenes serotype M1	301447	NP_268723.1; NC_002737.2.;	1647	SPy_0416	NA	GO:0004252; GO:0006508; GO:0016020; GO:0046872	proteolysis [GO:0006508]	unknown
Q9A190	reviewed	KTHY_STRP1	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk SPy_0399 M5005_Spy0330	Streptococcus pyogenes serotype M1	301447	NP_268713.1; NC_002737.2.;	211	SPy_0399 M5005_Spy0330	NA	GO:0004798; GO:0005524; GO:0005829; GO:0006227; GO:0006233; GO:0006235; GO:0016310	dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]; phosphorylation [GO:0016310]	unknown
Q9A1B7	reviewed	MURI_STRP1	Glutamate racemase (EC 5.1.1.3)	murI glr SPy_0361 M5005_Spy0303	Streptococcus pyogenes serotype M1	301447	NP_268685.1; NC_002737.2.;	264	SPy_0361 M5005_Spy0303	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00258}.	GO:0008360; GO:0008881; GO:0009252; GO:0071555	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	unknown
Q9A1C3	reviewed	YIDC2_STRP1	Membrane protein insertase YidC 2 (Foldase YidC 2) (Membrane integrase YidC 2) (Membrane protein YidC 2)	yidC2 SPy_0351 M5005_Spy0295	Streptococcus pyogenes serotype M1	301447	NP_268679.1; NC_002737.2.;	307	SPy_0351 M5005_Spy0295	NA	GO:0005886; GO:0010027; GO:0015031; GO:0032977; GO:0051205; GO:0072598	protein insertion into membrane [GO:0051205]; protein localization to chloroplast [GO:0072598]; protein transport [GO:0015031]; thylakoid membrane organization [GO:0010027]	inner membrane
Q9A1C7	reviewed	MURC_STRP1	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC SPy_0345 M5005_Spy0290	Streptococcus pyogenes serotype M1	301447	NP_268675.1; NC_002737.2.;	442	SPy_0345 M5005_Spy0290	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00046}.	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008763; GO:0009252; GO:0051301; GO:0071555	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm
Q9A1E3	reviewed	METN_STRP1	Methionine import ATP-binding protein MetN (EC 7.4.2.11)	metN SPy_0320 M5005_Spy0272	Streptococcus pyogenes serotype M1	301447	NP_268658.1; NC_002737.2.;	354	SPy_0320 M5005_Spy0272	NA	GO:0005524; GO:0005886; GO:0016887; GO:0033232	NA	inner membrane
Q9A1G2	reviewed	ISCU_STRP1	Iron-sulfur cluster assembly scaffold protein IscU (Sulfur acceptor protein IscU)	iscU nifU M5005_Spy0245 SPy_0289	Streptococcus pyogenes serotype M1	301447	NP_268637.1; NC_002737.2.;	159	M5005_Spy0245 SPy_0289	NA	GO:0006879; GO:0008198; GO:0016226; GO:0051537	intracellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]	unknown
Q9A1H8	unreviewed	Q9A1H8_STRP1	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	rpe SPy_0264	Streptococcus pyogenes serotype M1	301447	NP_268618.1; NC_002737.2.;	220	SPy_0264	PATHWAY: Carbohydrate degradation. {ECO:0000256|HAMAP-Rule:MF_02227}.	GO:0004750; GO:0005829; GO:0009052; GO:0019323; GO:0046872	pentose catabolic process [GO:0019323]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	unknown
Q9A1H9	reviewed	RSGA_STRP1	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA SPy_0263 M5005_Spy0223	Streptococcus pyogenes serotype M1	301447	NP_268617.1; NC_002737.2.;	290	SPy_0263 M5005_Spy0223	NA	GO:0003924; GO:0005525; GO:0005737; GO:0019843; GO:0042274; GO:0046872	ribosomal small subunit biogenesis [GO:0042274]	cytoplasm
Q9A1I0	reviewed	RSMA_STRP1	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA SPy_0262 M5005_Spy0222	Streptococcus pyogenes serotype M1	301447	NP_268616.1; NC_002737.2.;	290	SPy_0262 M5005_Spy0222	NA	GO:0003723; GO:0005829; GO:0052908	NA	cytoplasm
Q9A1J2	unreviewed	Q9A1J2_STRP1	RNA-binding protein KhpB (RNA-binding protein EloR)	khpB eloR SPy_0248	Streptococcus pyogenes serotype M1	301447	NP_268604.1; NC_002737.2.;	304	SPy_0248	NA	GO:0003723; GO:0005737; GO:0008360; GO:0009252; GO:0071555	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm
Q9A1K1	reviewed	RADA_STRP1	DNA repair protein RadA (EC 3.6.4.-) (Branch migration protein RadA)	radA sms SPy_0236 M5005_Spy0200	Streptococcus pyogenes serotype M1	301447	NP_268595.1; NC_002737.2.;	453	SPy_0236 M5005_Spy0200	NA	GO:0000725; GO:0003684; GO:0005524; GO:0005829; GO:0016887; GO:0046872; GO:0140664	recombinational repair [GO:0000725]	unknown
Q9A1K3	reviewed	QUEH_STRP1	Epoxyqueuosine reductase QueH (EC 1.17.99.6) (Queuosine biosynthesis protein QueH)	queH SPy_0233	Streptococcus pyogenes serotype M1	301447	NP_268593.1; NC_002737.2.;	255	SPy_0233	PATHWAY: tRNA modification; tRNA-queuosine biosynthesis. {ECO:0000255|HAMAP-Rule:MF_02089, ECO:0000305|PubMed:28128549}.	GO:0008033; GO:0008616; GO:0046872; GO:0051539; GO:0052693	queuosine biosynthetic process [GO:0008616]; tRNA processing [GO:0008033]	unknown
Q9A1L1	reviewed	G6PI_STRP1	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi SPy_0215 M5005_Spy0185	Streptococcus pyogenes serotype M1	301447	NP_268583.1; NC_002737.2.;	449	SPy_0215 M5005_Spy0185	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000255|HAMAP-Rule:MF_00473}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000255|HAMAP-Rule:MF_00473}.	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367	gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	cytoplasm
Q9A1L6	reviewed	TGT_STRP1	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt SPy_0203 M5005_Spy0175	Streptococcus pyogenes serotype M1	301447	NP_268577.1; NC_002737.2.;	380	SPy_0203 M5005_Spy0175	PATHWAY: tRNA modification; tRNA-queuosine biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00168}.	GO:0002099; GO:0005829; GO:0008479; GO:0008616; GO:0046872; GO:0101030	queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]; tRNA-guanine transglycosylation [GO:0101030]	unknown
Q9A1P8	reviewed	PURA_STRP1	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA SPy_0160 M5005_Spy0136	Streptococcus pyogenes serotype M1	301447	NP_268541.1; NC_002737.2.;	430	SPy_0160 M5005_Spy0136	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00011}.	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208; GO:0046040	'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	cytoplasm
Q9A1Q3	reviewed	VATA_STRP1	V-type ATP synthase alpha chain (EC 7.1.2.2) (V-ATPase subunit A)	atpA ntpA SPy_0154 M5005_Spy0131	Streptococcus pyogenes serotype M1	301447	NP_268536.1; NC_002737.2.;	591	SPy_0154 M5005_Spy0131	NA	GO:0005524; GO:0005765; GO:0042777; GO:0045259; GO:0045335; GO:0046933; GO:0046961	proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	unknown
Q9A1S9	unreviewed	Q9A1S9_STRP1	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	proC SPy_0112	Streptococcus pyogenes serotype M1	301447	NP_268508.1; NC_002737.2.;	256	SPy_0112	PATHWAY: Amino-acid biosynthesis; L-proline biosynthesis; L-proline from L-glutamate 5-semialdehyde: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01925}.	GO:0000166; GO:0004735; GO:0005737; GO:0055129	L-proline biosynthetic process [GO:0055129]	cytoplasm
Q9A1U3	reviewed	SYY_STRP1	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	tyrS SPy_0096 M5005_Spy0081	Streptococcus pyogenes serotype M1	301447	NP_268493.1; NC_002737.2.;	418	SPy_0096 M5005_Spy0081	NA	GO:0003723; GO:0004831; GO:0005524; GO:0005829; GO:0006437	tyrosyl-tRNA aminoacylation [GO:0006437]	cytoplasm
Q9A1Y1	reviewed	RUVB_STRP1	Holliday junction branch migration complex subunit RuvB (EC 3.6.4.12)	ruvB SPy_0038 M5005_Spy0035	Streptococcus pyogenes serotype M1	301447	NP_268453.1; NC_002737.2.;	332	SPy_0038 M5005_Spy0035	NA	GO:0000400; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0009378; GO:0016887; GO:0048476	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	cytoplasm
