Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	Gene Ontology IDs	Subcellular location [CC]
Q88DC8	unreviewed	Q88DC8_PSEPK	ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase)	nnrD PP_4899	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	286	PP_4899	NA	GO:0005524; GO:0046496; GO:0047453; GO:0052855; GO:0052856; GO:0052857; GO:0110051	NA
Q88DD2	reviewed	MIAA_PSEPK	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA PP_4895	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	323	PP_4895	NA	GO:0005524; GO:0006400; GO:0009824; GO:0052381	NA
Q88DD8	reviewed	PURA_PSEPK	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA PP_4889	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	430	PP_4889	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00011}.	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208; GO:0046040	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00011}.
Q88DE6	unreviewed	Q88DE6_PSEPK	Ribonuclease R (RNase R) (EC 3.1.13.1)	rnr PP_4880	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	857	PP_4880	NA	GO:0000175; GO:0000932; GO:0003723; GO:0005829; GO:0006402; GO:0008859; GO:0010587	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_01895}.
Q88DF6	reviewed	NADE_PSEPK	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5)	nadE PP_4869	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	275	PP_4869	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; NAD(+) from deamido-NAD(+) (ammonia route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00193}.	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0008795; GO:0009435; GO:0046872	NA
Q88DK2	reviewed	PUR2_PSEPK	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD PP_4823	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	431	PP_4823	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; N(1)-(5-phospho-D-ribosyl)glycinamide from 5-phospho-alpha-D-ribose 1-diphosphate: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00138}.	GO:0004637; GO:0005524; GO:0006189; GO:0009113; GO:0046872	NA
Q88DK3	reviewed	PUR9_PSEPK	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH PP_4822	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	535	PP_4822	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide (10-formyl THF route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00139}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; IMP from 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00139}.	GO:0003937; GO:0004643; GO:0005829; GO:0006189	NA
Q88DK5	reviewed	DUSB_PSEPK	tRNA-dihydrouridine synthase B (EC 1.3.1.-)	dusB PP_4820	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	337	PP_4820	NA	GO:0000049; GO:0010181; GO:0017150; GO:0050660	NA
Q88DL7	reviewed	RLMH_PSEPK	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH PP_4808	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	155	PP_4808	NA	GO:0005737; GO:0070038	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00658}.
Q88DL8	unreviewed	Q88DL8_PSEPK	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	mrdA-II mrdA PP_4807	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	629	PP_4807	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_02081}.	GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0009002; GO:0009252; GO:0016757; GO:0071555; GO:0071972	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_02081}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_02081}. Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
Q88DL9	unreviewed	Q88DL9_PSEPK	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.1.129) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	mrdB rodA PP_4806	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	374	PP_4806	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_02079}.	GO:0005886; GO:0008360; GO:0008955; GO:0009252; GO:0015648; GO:0032153; GO:0051301; GO:0071555	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_02079}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_02079}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88DM2	unreviewed	Q88DM2_PSEPK	serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4)	dacA PP_4803	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	386	PP_4803	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|ARBA:ARBA00004752}.	GO:0006508; GO:0008360; GO:0009002; GO:0009252; GO:0071555	NA
Q88DM4	reviewed	LIPB_PSEPK	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB PP_4801	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	216	PP_4801	PATHWAY: Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00013}.	GO:0005737; GO:0033819; GO:0036211	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00013}.
Q88DM5	reviewed	LIPA_PSEPK	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA PP_4800	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	338	PP_4800	PATHWAY: Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00206}.	GO:0005737; GO:0016992; GO:0046872; GO:0051539	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00206}.
Q88DN4	reviewed	LNT_PSEPK	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	lnt PP_4790	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	505	PP_4790	PATHWAY: Protein modification; lipoprotein biosynthesis (N-acyl transfer). {ECO:0000255|HAMAP-Rule:MF_01148}.	GO:0005886; GO:0016410; GO:0042158	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01148}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01148}.
Q88DP0	reviewed	GSA_PSEPK	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PP_4784	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	427	PP_4784	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; 5-aminolevulinate from L-glutamyl-tRNA(Glu): step 2/2. {ECO:0000255|HAMAP-Rule:MF_00375}.	GO:0005737; GO:0006782; GO:0008483; GO:0030170; GO:0042286	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00375}.
Q88DP1	reviewed	THIE_PSEPK	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE PP_4783	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	207	PP_4783	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine phosphate from 4-amino-2-methyl-5-diphosphomethylpyrimidine and 4-methyl-5-(2-phosphoethyl)-thiazole: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00097}.	GO:0000287; GO:0004789; GO:0005737; GO:0009228; GO:0009229	NA
Q88DT3	reviewed	LLDD_PSEPK	L-lactate dehydrogenase (EC 1.1.-.-)	lldD PP_4736	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	381	PP_4736	NA	GO:0004459; GO:0005886; GO:0010181; GO:0019516	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01559}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01559}.
Q88DU3	reviewed	DNAJ_PSEPK	Chaperone protein DnaJ	dnaJ PP_4726	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	375	PP_4726	NA	GO:0005524; GO:0005737; GO:0006260; GO:0008270; GO:0009408; GO:0031072; GO:0042026; GO:0051082; GO:0051085	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01152}.
Q88DU4	reviewed	DAPB_PSEPK	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB PP_4725	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	267	PP_4725	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 4/4. {ECO:0000255|HAMAP-Rule:MF_00102}.	GO:0005829; GO:0008839; GO:0009089; GO:0016726; GO:0019877; GO:0050661; GO:0051287	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00102}.
Q88DV0	reviewed	RLME_PSEPK	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ PP_4719	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	207	PP_4719	NA	GO:0005737; GO:0008650	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01547}.
Q88DV3	reviewed	GLMM_PSEPK	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM PP_4716	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	446	PP_4716	NA	GO:0000287; GO:0004615; GO:0005829; GO:0005975; GO:0006048; GO:0008966; GO:0009252	NA
Q88DV4	reviewed	TPIS_PSEPK	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA PP_4715	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	251	PP_4715	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000255|HAMAP-Rule:MF_00147}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate from glycerone phosphate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00147}.	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00147}.
Q88DW0	reviewed	PNP_PSEPK	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp PP_4708	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	701	PP_4708	NA	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006402	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01595}.
Q88DW6	reviewed	ACSA2_PSEPK	Acetyl-coenzyme A synthetase 2 (AcCoA synthetase 2) (Acs 2) (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2)	acsA2 acsB PP_4702	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	644	PP_4702	NA	GO:0003987; GO:0005524; GO:0005829; GO:0016208; GO:0019427; GO:0046872	NA
Q88DW7	reviewed	G6PI2_PSEPK	Glucose-6-phosphate isomerase 2 (GPI 2) (EC 5.3.1.9) (Phosphoglucose isomerase 2) (PGI 2) (Phosphohexose isomerase 2) (PHI 2)	pgi2 pgi-2 PP_4701	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	554	PP_4701	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000255|HAMAP-Rule:MF_00473}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000255|HAMAP-Rule:MF_00473}.	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00473}.
Q88DW8	reviewed	PANC_PSEPK	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC PP_4700	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	287	PP_4700	PATHWAY: Cofactor biosynthesis; (R)-pantothenate biosynthesis; (R)-pantothenate from (R)-pantoate and beta-alanine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00158}.	GO:0004592; GO:0005524; GO:0005829; GO:0015940	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00158}.
Q88DW9	reviewed	PANB_PSEPK	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB PP_4699	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	266	PP_4699	PATHWAY: Cofactor biosynthesis; (R)-pantothenate biosynthesis; (R)-pantoate from 3-methyl-2-oxobutanoate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00156}.	GO:0000287; GO:0003864; GO:0005737; GO:0015940	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00156}.
Q88DX1	unreviewed	Q88DX1_PSEPK	Poly(A) polymerase I (PAP I) (EC 2.7.7.19)	pcnB PP_4697	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	460	PP_4697	NA	GO:0003723; GO:0005524; GO:0006397; GO:0031123; GO:0043633; GO:1990817	NA
Q88DY5	unreviewed	Q88DY5_PSEPK	Penicillin-binding protein 1B (PBP-1b) (PBP1b) (Murein polymerase)	mrcB PP_4683	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	773	PP_4683	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|ARBA:ARBA00004752, ECO:0000256|PIRNR:PIRNR002799}.	GO:0006508; GO:0008360; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0009274; GO:0016020; GO:0046677; GO:0071555	NA
Q88DY8	unreviewed	Q88DY8_PSEPK	Acetolactate synthase (EC 2.2.1.6)	ilvI PP_4680	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	574	PP_4680	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 1/4. {ECO:0000256|ARBA:ARBA00004974, ECO:0000256|RuleBase:RU003591}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 1/4. {ECO:0000256|ARBA:ARBA00005025, ECO:0000256|RuleBase:RU003591}.	GO:0000287; GO:0003984; GO:0005948; GO:0008652; GO:0009097; GO:0009099; GO:0030976; GO:0050660	NA
Q88DY9	unreviewed	Q88DY9_PSEPK	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	ilvH PP_4679	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	163	PP_4679	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 1/4. {ECO:0000256|ARBA:ARBA00004974, ECO:0000256|RuleBase:RU368092}.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 1/4. {ECO:0000256|ARBA:ARBA00005025, ECO:0000256|RuleBase:RU368092}.	GO:0003984; GO:0005829; GO:0008652; GO:0009097; GO:0009099; GO:1990610	NA
Q88DZ1	unreviewed	Q88DZ1_PSEPK	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (EC 2.7.8.8) (CDP-diacylglycerol--serine O-phosphatidyltransferase) (Phosphatidylserine synthase)	PP_4677	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	283	PP_4677	PATHWAY: Phospholipid metabolism; phosphatidylglycerol biosynthesis; phosphatidylglycerol from CDP-diacylglycerol: step 1/2. {ECO:0000256|ARBA:ARBA00005042}.	GO:0003882; GO:0008654; GO:0016020	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
Q88DZ2	reviewed	MSRP_PSEPK	Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)	msrP PP_4676	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	337	PP_4676	NA	GO:0016672; GO:0030091; GO:0042597; GO:0043546; GO:0046872	SUBCELLULAR LOCATION: Periplasm {ECO:0000255|HAMAP-Rule:MF_01206}. Note=Is attached to the inner membrane when interacting with the MsrQ subunit. {ECO:0000255|HAMAP-Rule:MF_01206}.
Q88DZ3	reviewed	MSRQ_PSEPK	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ PP_4675	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	197	PP_4675	NA	GO:0005886; GO:0009055; GO:0010181; GO:0016679; GO:0020037; GO:0030091; GO:0046872	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01207}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01207}.
Q88DZ6	unreviewed	Q88DZ6_PSEPK	RecBCD enzyme subunit RecD (EC 5.6.2.3) (DNA 5'-3' helicase subunit RecD) (Exonuclease V subunit RecD) (ExoV subunit RecD) (Helicase/nuclease RecBCD subunit RecD)	recD PP_4672	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	691	PP_4672	NA	GO:0000724; GO:0003677; GO:0004519; GO:0005524; GO:0008854; GO:0009338; GO:0017116; GO:0043139	NA
Q88E09	unreviewed	Q88E09_PSEPK	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	ggt PP_4659	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	555	PP_4659	PATHWAY: Sulfur metabolism; glutathione metabolism. {ECO:0000256|RuleBase:RU368036}.	GO:0006750; GO:0006751; GO:0036374; GO:0103068	NA
Q88E14	reviewed	TRMA_PSEPK	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.-) (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	trmA PP_4654	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	361	PP_4654	NA	GO:0000049; GO:0005829; GO:0019843; GO:0030488; GO:0030697	NA
Q88E22	unreviewed	Q88E22_PSEPK	Flavodoxin/ferredoxin--NADP reductase (EC 1.18.1.2) (EC 1.19.1.1) (Ferredoxin (flavodoxin):NADP(+) oxidoreductase) (Ferredoxin--NADP reductase) (Flavodoxin--NADP reductase)	fpr-II PP_4646	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	258	PP_4646	NA	GO:0000104; GO:0000166; GO:0003994; GO:0004324; GO:0005737; GO:0034599; GO:0042167	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
Q88E33	reviewed	FABV_PSEPK	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV PP_4635	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	403	PP_4635	PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01838}.	GO:0004318; GO:0006633; GO:0050343; GO:0051287	NA
Q88E69	reviewed	MOAA_PSEPK	GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)	moaA PP_4597	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	334	PP_4597	PATHWAY: Cofactor biosynthesis; molybdopterin biosynthesis. {ECO:0000255|HAMAP-Rule:MF_01225}.	GO:0005525; GO:0006777; GO:0019008; GO:0046872; GO:0051539; GO:0061798; GO:0061799; GO:1904047	NA
Q88EA1	reviewed	ACEK_PSEPK	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	aceK PP_4565	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	571	PP_4565	NA	GO:0004674; GO:0004721; GO:0005524; GO:0005737; GO:0006006; GO:0006097; GO:0006099; GO:0008772; GO:0016208; GO:0016310	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00747}.
Q88EC8	reviewed	AZOR2_PSEPK	FMN-dependent NADH:quinone oxidoreductase 2 (EC 1.6.5.-) (Azo-dye reductase 2) (FMN-dependent NADH-azo compound oxidoreductase 2) (FMN-dependent NADH-azoreductase 2) (EC 1.7.1.17)	azoR2 PP_4538	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	199	PP_4538	NA	GO:0009055; GO:0010181; GO:0016652; GO:0016655	NA
Q88EE9	unreviewed	Q88EE9_PSEPK	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	recQ PP_4516	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	715	PP_4516	NA	GO:0000723; GO:0000724; GO:0003677; GO:0005524; GO:0005737; GO:0006268; GO:0009378; GO:0009432; GO:0016887; GO:0030894; GO:0043138; GO:0043590; GO:0044806	NA
Q88EH0	reviewed	D2HDH_PSEPK	D-2-hydroxyglutarate dehydrogenase (D2HGDH) (EC 1.1.99.39)	ydiJ PP_4493	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1006	PP_4493	PATHWAY: Amino-acid degradation. {ECO:0000269|PubMed:31064836}.	GO:0016491; GO:0046872; GO:0051539; GO:0071949	NA
Q88EH6	reviewed	ACSA1_PSEPK	Acetyl-coenzyme A synthetase 1 (AcCoA synthetase 1) (Acs 1) (EC 6.2.1.1) (Acetate--CoA ligase 1) (Acyl-activating enzyme 1)	acsA1 PP_4487	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	653	PP_4487	NA	GO:0003987; GO:0005524; GO:0005829; GO:0016208; GO:0019427; GO:0046872	NA
Q88EI4	reviewed	ASTD_PSEPK	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	astD PP_4478	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	487	PP_4478	PATHWAY: Amino-acid degradation; L-arginine degradation via AST pathway; L-glutamate and succinate from L-arginine: step 4/5. {ECO:0000255|HAMAP-Rule:MF_01174}.	GO:0008802; GO:0019145; GO:0019544; GO:0019545; GO:0043824; GO:0047105	NA
Q88EI5	reviewed	ASTB_PSEPK	N-succinylarginine dihydrolase (EC 3.5.3.23)	astB PP_4477	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	449	PP_4477	PATHWAY: Amino-acid degradation; L-arginine degradation via AST pathway; L-glutamate and succinate from L-arginine: step 2/5. {ECO:0000255|HAMAP-Rule:MF_01172}.	GO:0009015; GO:0019544; GO:0019545	NA
