Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	Gene Ontology IDs	Subcellular location [CC]
A0A140NBZ1	unreviewed	A0A140NBZ1_ECOBD	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth ECBD_2011	Escherichia coli (strain B / BL21-DE3)	211	ECBD_2011	NA	GO:0003677; GO:0004519; GO:0006285; GO:0019104; GO:0046872; GO:0051539; GO:0140078	NA
A0A140NBZ7	unreviewed	A0A140NBZ7_ECOBD	FMN dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)	azoR ECBD_2228	Escherichia coli (strain B / BL21-DE3)	201	ECBD_2228	NA	GO:0009055; GO:0010181; GO:0016652; GO:0016655	NA
A0A140NC47	unreviewed	A0A140NC47_ECOBD	Inosine/xanthosine triphosphatase (ITPase/XTPase) (EC 3.6.1.73) (Non-canonical purine NTP phosphatase) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase) (NTPase)	ECBD_3626	Escherichia coli (strain B / BL21-DE3)	173	ECBD_3626	NA	GO:0000166; GO:0006772; GO:0009117; GO:0046872; GO:0103023	NA
A0A140NC56	unreviewed	A0A140NC56_ECOBD	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD ECBD_3636	Escherichia coli (strain B / BL21-DE3)	239	ECBD_3636	NA	GO:0004731; GO:0005829; GO:0006152	NA
A0A140NC69	unreviewed	A0A140NC69_ECOBD	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.1.129) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	mrdB rodA ECBD_3017	Escherichia coli (strain B / BL21-DE3)	370	ECBD_3017	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_02079}.	GO:0005886; GO:0008360; GO:0008955; GO:0009252; GO:0015648; GO:0032153; GO:0051301; GO:0071555	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_02079}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_02079}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140NC92	unreviewed	A0A140NC92_ECOBD	Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3)	ECBD_3228	Escherichia coli (strain B / BL21-DE3)	204	ECBD_3228	NA	GO:0004129; GO:0005886; GO:0009319; GO:0009486; GO:0015990; GO:0019646	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003376}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003376}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140NC97	unreviewed	A0A140NC97_ECOBD	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Peroxiredoxin) (Thioredoxin peroxidase)	ECBD_3047	Escherichia coli (strain B / BL21-DE3)	187	ECBD_3047	NA	GO:0005829; GO:0006979; GO:0008379; GO:0033554; GO:0042744; GO:0045454; GO:0102039	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|RuleBase:RU366004}.
A0A140NCA7	unreviewed	A0A140NCA7_ECOBD	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	ribA ECBD_2342	Escherichia coli (strain B / BL21-DE3)	196	ECBD_2342	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 5-amino-6-(D-ribitylamino)uracil from GTP: step 1/4. {ECO:0000256|ARBA:ARBA00004853, ECO:0000256|HAMAP-Rule:MF_00179}.	GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0008686; GO:0009231	NA
A0A140NCB4	reviewed	YBEM_ECOBD	Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1) (ecYbeM)	ybeM ECBD_3025	Escherichia coli (strain B / BL21-DE3)	262	ECBD_3025	NA	GO:0006139; GO:0047710; GO:0110050	NA
A0A140NCC1	unreviewed	A0A140NCC1_ECOBD	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	plsB ECBD_3992	Escherichia coli (strain B / BL21-DE3)	807	ECBD_3992	PATHWAY: Phospholipid metabolism; CDP-diacylglycerol biosynthesis; CDP-diacylglycerol from sn-glycerol 3-phosphate: step 1/3. {ECO:0000256|ARBA:ARBA00004765, ECO:0000256|HAMAP-Rule:MF_00393}.	GO:0004366; GO:0005778; GO:0005886; GO:0006072; GO:0006631; GO:0008611; GO:0016024; GO:0016287; GO:0019432; GO:0102420	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00393}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_00393}; Cytoplasmic side {ECO:0000256|HAMAP-Rule:MF_00393}. Membrane {ECO:0000256|ARBA:ARBA00004287}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004287}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004287}.
A0A140NCD6	unreviewed	A0A140NCD6_ECOBD	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	ttcA ECBD_2272	Escherichia coli (strain B / BL21-DE3)	311	ECBD_2272	PATHWAY: tRNA modification. {ECO:0000256|HAMAP-Rule:MF_01850}.	GO:0000049; GO:0000287; GO:0005524; GO:0005737; GO:0016783; GO:0034227; GO:0051539	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01850}.
A0A140NCD7	unreviewed	A0A140NCD7_ECOBD	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi ECBD_4012	Escherichia coli (strain B / BL21-DE3)	549	ECBD_4012	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000256|HAMAP-Rule:MF_00473}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000256|ARBA:ARBA00004926, ECO:0000256|HAMAP-Rule:MF_00473, ECO:0000256|RuleBase:RU000612}.	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00473}.
A0A140NCG7	unreviewed	A0A140NCG7_ECOBD	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase (EC 3.7.1.14) (2-hydroxy-6-ketonona-2,4-diene-1,9-dioic acid 5,6-hydrolase) (2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioic acid 5,6-hydrolase) (2-hydroxy-6-oxonona-2,4-diene-1,9-dioic acid 5,6-hydrolase)	mhpC ECBD_3308	Escherichia coli (strain B / BL21-DE3)	288	ECBD_3308	PATHWAY: Aromatic compound metabolism; 3-phenylpropanoate degradation. {ECO:0000256|HAMAP-Rule:MF_01654}.	GO:0005737; GO:0018771; GO:0019380; GO:0042803; GO:0052823	NA
A0A140NCG9	unreviewed	A0A140NCG9_ECOBD	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE ECBD_2413	Escherichia coli (strain B / BL21-DE3)	283	ECBD_2413	PATHWAY: Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via DXP pathway; isopentenyl diphosphate from 1-deoxy-D-xylulose 5-phosphate: step 3/6. {ECO:0000256|HAMAP-Rule:MF_00061}.	GO:0005524; GO:0016114; GO:0016310; GO:0019288; GO:0050515	NA
A0A140NCI4	unreviewed	A0A140NCI4_ECOBD	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK ECBD_3136	Escherichia coli (strain B / BL21-DE3)	355	ECBD_3136	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate from 5-amino-1-(5-phospho-D-ribosyl)imidazole (N5-CAIR route): step 1/2. {ECO:0000256|HAMAP-Rule:MF_01928, ECO:0000256|RuleBase:RU361200}.	GO:0004638; GO:0005524; GO:0006189; GO:0034028; GO:0046872	NA
A0A140NCJ5	unreviewed	A0A140NCJ5_ECOBD	Allantoinase (EC 3.5.2.5) (Allantoin-utilizing enzyme)	allB ECBD_3146	Escherichia coli (strain B / BL21-DE3)	453	ECBD_3146	PATHWAY: Nitrogen metabolism; (S)-allantoin degradation; allantoate from (S)-allantoin: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01645}.	GO:0000256; GO:0004038; GO:0005737; GO:0006145; GO:0008270; GO:0050897	NA
A0A140NCK4	unreviewed	A0A140NCK4_ECOBD	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	ECBD_2224	Escherichia coli (strain B / BL21-DE3)	333	ECBD_2224	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 1/5. {ECO:0000256|ARBA:ARBA00004869}.	GO:0004365; GO:0005737; GO:0006006; GO:0042802; GO:0050661; GO:0051287	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.
A0A140NCK9	unreviewed	A0A140NCK9_ECOBD	UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase)	lpxH ECBD_3134	Escherichia coli (strain B / BL21-DE3)	240	ECBD_3134	PATHWAY: Glycolipid biosynthesis; lipid IV(A) biosynthesis; lipid IV(A) from (3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] and UDP-N-acetyl-alpha-D-glucosamine: step 4/6. {ECO:0000256|HAMAP-Rule:MF_00575}.	GO:0005737; GO:0008758; GO:0009245; GO:0019897; GO:0030145	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00575}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_00575}; Cytoplasmic side {ECO:0000256|HAMAP-Rule:MF_00575}.
A0A140NCL5	unreviewed	A0A140NCL5_ECOBD	Periplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	treA ECBD_2425	Escherichia coli (strain B / BL21-DE3)	565	ECBD_2425	NA	GO:0004555; GO:0005993; GO:0042597; GO:0071474	SUBCELLULAR LOCATION: Periplasm {ECO:0000256|HAMAP-Rule:MF_01060}.
A0A140NCM3	unreviewed	A0A140NCM3_ECOBD	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA ECBD_2466	Escherichia coli (strain B / BL21-DE3)	368	ECBD_2466	NA	GO:0000049; GO:0002143; GO:0005524; GO:0005737; GO:0008168; GO:0016783; GO:0032259	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00144}.
A0A140NCM6	unreviewed	A0A140NCM6_ECOBD	3'(2'),5'-bisphosphate nucleotidase CysQ (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase)	cysQ ECBD_3815	Escherichia coli (strain B / BL21-DE3)	246	ECBD_3815	NA	GO:0000103; GO:0000287; GO:0005886; GO:0008441; GO:0046854; GO:0050427	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_02095}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_02095}; Cytoplasmic side {ECO:0000256|HAMAP-Rule:MF_02095}.
A0A140NCM8	unreviewed	A0A140NCM8_ECOBD	tRNA 2-selenouridine synthase (EC 2.9.1.3)	selU ECBD_3154	Escherichia coli (strain B / BL21-DE3)	364	ECBD_3154	NA	GO:0002098; GO:0016765; GO:0043828	NA
A0A140NCN5	unreviewed	A0A140NCN5_ECOBD	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	dnaX ECBD_3186	Escherichia coli (strain B / BL21-DE3)	643	ECBD_3186	NA	GO:0003677; GO:0003689; GO:0003887; GO:0005524; GO:0006261; GO:0006281; GO:0009360; GO:0016887	NA
A0A140NCQ5	unreviewed	A0A140NCQ5_ECOBD	Thymidine kinase (EC 2.7.1.21)	tdk ECBD_2384	Escherichia coli (strain B / BL21-DE3)	205	ECBD_2384	NA	GO:0004797; GO:0005524; GO:0005829; GO:0008270; GO:0016310; GO:0046104; GO:0071897	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00124}.
A0A140NCQ6	unreviewed	A0A140NCQ6_ECOBD	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	ECBD_2468	Escherichia coli (strain B / BL21-DE3)	456	ECBD_2468	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 2/2. {ECO:0000256|ARBA:ARBA00004734, ECO:0000256|RuleBase:RU361172}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate: step 2/2. {ECO:0000256|ARBA:ARBA00004706, ECO:0000256|RuleBase:RU361172}.	GO:0004018; GO:0005829; GO:0006189; GO:0044208; GO:0070626	NA
A0A140NCR0	unreviewed	A0A140NCR0_ECOBD	Ribonuclease R (RNase R) (EC 3.1.13.1)	rnr ECBD_3855	Escherichia coli (strain B / BL21-DE3)	813	ECBD_3855	NA	GO:0000175; GO:0000932; GO:0003723; GO:0005829; GO:0006402; GO:0008859; GO:0010587	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_01895}.
A0A140NCR6	unreviewed	A0A140NCR6_ECOBD	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon ECBD_3216	Escherichia coli (strain B / BL21-DE3)	784	ECBD_3216	NA	GO:0004176; GO:0004252; GO:0005524; GO:0005737; GO:0006515; GO:0016887; GO:0034605; GO:0043565	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_01973, ECO:0000256|PIRNR:PIRNR001174}.
A0A140NCS0	unreviewed	A0A140NCS0_ECOBD	D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)	ECBD_3418	Escherichia coli (strain B / BL21-DE3)	190	ECBD_3418	PATHWAY: Nucleotide-sugar biosynthesis; ADP-L-glycero-beta-D-manno-heptose biosynthesis; ADP-L-glycero-beta-D-manno-heptose from D-glycero-beta-D-manno-heptose 7-phosphate: step 2/4. {ECO:0000256|ARBA:ARBA00004708}.	GO:0005737; GO:0005975; GO:0034200; GO:0046872; GO:0097171	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|PIRNR:PIRNR004682}.
A0A140NCT2	unreviewed	A0A140NCT2_ECOBD	Fumarate reductase flavoprotein subunit (EC 1.3.5.1)	ECBD_3875	Escherichia coli (strain B / BL21-DE3)	602	ECBD_3875	NA	GO:0006113; GO:0008177; GO:0009055; GO:0009061; GO:0022900; GO:0045284; GO:0050660	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004515}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004515}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004515}. Membrane {ECO:0000256|ARBA:ARBA00004287}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004287}; Cytoplasmic side {ECO:0000256|ARBA:ARBA00004287}.
A0A140NCU5	unreviewed	A0A140NCU5_ECOBD	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH ECBD_3246	Escherichia coli (strain B / BL21-DE3)	156	ECBD_3246	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; riboflavin from 2-hydroxy-3-oxobutyl phosphate and 5-amino-6-(D-ribitylamino)uracil: step 1/2. {ECO:0000256|ARBA:ARBA00004917, ECO:0000256|HAMAP-Rule:MF_00178}.	GO:0000906; GO:0005829; GO:0009231; GO:0009349	NA
A0A140NCV0	unreviewed	A0A140NCV0_ECOBD	Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO)	hemG ECBD_4175	Escherichia coli (strain B / BL21-DE3)	181	ECBD_4175	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; protoporphyrin-IX from protoporphyrinogen-IX: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00853}.	GO:0004729; GO:0005886; GO:0006782; GO:0009055; GO:0010181; GO:0070819	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00853}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_00853}.
A0A140NCV1	unreviewed	A0A140NCV1_ECOBD	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH ECBD_3448	Escherichia coli (strain B / BL21-DE3)	241	ECBD_3448	PATHWAY: Pyrimidine metabolism; CTP biosynthesis via de novo pathway; UDP from UMP (UMPK route): step 1/1. {ECO:0000256|ARBA:ARBA00004791, ECO:0000256|HAMAP-Rule:MF_01220}.	GO:0005524; GO:0005829; GO:0006225; GO:0016310; GO:0033862; GO:0044210	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01220}.
A0A140NCV6	unreviewed	A0A140NCV6_ECOBD	Thiol:disulfide interchange protein DsbD (EC 1.8.1.8) (Protein-disulfide reductase) (Disulfide reductase)	dsbD ECBD_3895	Escherichia coli (strain B / BL21-DE3)	565	ECBD_3895	NA	GO:0005886; GO:0009055; GO:0017004; GO:0045454; GO:0047134	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429, ECO:0000256|HAMAP-Rule:MF_00399}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429, ECO:0000256|HAMAP-Rule:MF_00399}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
A0A140NCW6	unreviewed	A0A140NCW6_ECOBD	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF ECBD_2338	Escherichia coli (strain B / BL21-DE3)	265	ECBD_2338	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; UMP from orotate: step 2/2. {ECO:0000256|ARBA:ARBA00004861, ECO:0000256|HAMAP-Rule:MF_01200, ECO:0000256|RuleBase:RU000512}.	GO:0004590; GO:0005829; GO:0006207; GO:0044205	NA
A0A140NCX1	unreviewed	A0A140NCX1_ECOBD	Shikimate kinase 2 (SK 2) (EC 2.7.1.71)	aroL ECBD_3276	Escherichia coli (strain B / BL21-DE3)	174	ECBD_3276	PATHWAY: Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 5/7. {ECO:0000256|ARBA:ARBA00004842, ECO:0000256|HAMAP-Rule:MF_01269}.	GO:0000287; GO:0004765; GO:0005524; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0016310	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01269}.
A0A140NCX5	unreviewed	A0A140NCX5_ECOBD	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	topA ECBD_2348	Escherichia coli (strain B / BL21-DE3)	865	ECBD_2348	NA	GO:0003677; GO:0003917; GO:0005694; GO:0006265; GO:0046872	NA
A0A140NCY2	unreviewed	A0A140NCY2_ECOBD	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD ECBD_2359	Escherichia coli (strain B / BL21-DE3)	531	ECBD_2359	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 2/5. {ECO:0000256|HAMAP-Rule:MF_00211}.	GO:0000162; GO:0000287; GO:0004048; GO:0005829; GO:0006541	NA
A0A140NCY5	unreviewed	A0A140NCY5_ECOBD	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL ECBD_3244	Escherichia coli (strain B / BL21-DE3)	325	ECBD_3244	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine diphosphate from thiamine phosphate: step 1/1. {ECO:0000256|HAMAP-Rule:MF_02128}.	GO:0000287; GO:0005524; GO:0009030; GO:0009228; GO:0009229; GO:0016310	NA
A0A140NCZ8	unreviewed	A0A140NCZ8_ECOBD	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD ECBD_3499	Escherichia coli (strain B / BL21-DE3)	264	ECBD_3499	PATHWAY: Amine and polyamine biosynthesis; S-adenosylmethioninamine biosynthesis; S-adenosylmethioninamine from S-adenosyl-L-methionine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00465}.	GO:0004014; GO:0005829; GO:0008295	NA
A0A140ND06	unreviewed	A0A140ND06_ECOBD	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	mhpF ECBD_3306	Escherichia coli (strain B / BL21-DE3)	316	ECBD_3306	PATHWAY: Aromatic compound metabolism; 3-phenylpropanoate degradation. {ECO:0000256|HAMAP-Rule:MF_01657}.	GO:0008774; GO:0019380; GO:0051287	NA
A0A140ND16	unreviewed	A0A140ND16_ECOBD	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325) (4-alpha-L-fucosyltransferase) (TDP-Fuc4NAc:lipid II Fuc4NAc transferase) (Fuc4NAc transferase)	wecF rffT ECBD_4246	Escherichia coli (strain B / BL21-DE3)	359	ECBD_4246	PATHWAY: Bacterial outer membrane biogenesis; enterobacterial common antigen biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01002}.	GO:0005886; GO:0008417; GO:0009246; GO:0036065; GO:0102031	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01002}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_01002}.
A0A140ND17	unreviewed	A0A140ND17_ECOBD	Protein translocase subunit SecA (EC 7.4.2.8)	secA ECBD_3519	Escherichia coli (strain B / BL21-DE3)	901	ECBD_3519	NA	GO:0005524; GO:0005829; GO:0005886; GO:0006605; GO:0017038; GO:0031522; GO:0043952; GO:0046872; GO:0065002	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01382}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_01382}; Cytoplasmic side {ECO:0000256|HAMAP-Rule:MF_01382}. Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01382}. Note=Distribution is 50-50. {ECO:0000256|HAMAP-Rule:MF_01382}.
A0A140ND24	unreviewed	A0A140ND24_ECOBD	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	prpB ECBD_3326	Escherichia coli (strain B / BL21-DE3)	296	ECBD_3326	PATHWAY: Organic acid metabolism; propanoate degradation. {ECO:0000256|HAMAP-Rule:MF_01939, ECO:0000256|RuleBase:RU361121}.	GO:0000287; GO:0019629; GO:0046421	NA
A0A140ND30	unreviewed	A0A140ND30_ECOBD	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD ECBD_3529	Escherichia coli (strain B / BL21-DE3)	438	ECBD_3529	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|ARBA:ARBA00004752, ECO:0000256|HAMAP-Rule:MF_00639, ECO:0000256|RuleBase:RU003664}.	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008764; GO:0009252; GO:0051301; GO:0071555	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00639, ECO:0000256|RuleBase:RU003664}.
A0A140ND38	unreviewed	A0A140ND38_ECOBD	L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	ilvA ECBD_4267	Escherichia coli (strain B / BL21-DE3)	515	ECBD_4267	PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; 2-oxobutanoate from L-threonine: step 1/1. {ECO:0000256|ARBA:ARBA00004810, ECO:0000256|RuleBase:RU362012}.	GO:0003941; GO:0004794; GO:0006565; GO:0006567; GO:0008652; GO:0009097; GO:0030170	NA
A0A140ND42	unreviewed	A0A140ND42_ECOBD	Betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	betB ECBD_3346	Escherichia coli (strain B / BL21-DE3)	490	ECBD_3346	PATHWAY: Amine and polyamine biosynthesis; betaine biosynthesis via choline pathway; betaine from betaine aldehyde: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00804}.	GO:0008802; GO:0019145; GO:0019285; GO:0046872; GO:0047105	NA
A0A140ND46	unreviewed	A0A140ND46_ECOBD	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC ECBD_2538	Escherichia coli (strain B / BL21-DE3)	348	ECBD_2538	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 3/3. {ECO:0000256|ARBA:ARBA00004880, ECO:0000256|HAMAP-Rule:MF_00219, ECO:0000256|RuleBase:RU003440}.	GO:0004151; GO:0005829; GO:0006207; GO:0008270; GO:0044205	NA
A0A140ND55	unreviewed	A0A140ND55_ECOBD	Endo-type membrane-bound lytic murein transglycosylase A (EC 4.2.2.n2) (Peptidoglycan lytic endotransglycosylase)	emtA ECBD_2429	Escherichia coli (strain B / BL21-DE3)	203	ECBD_2429	NA	GO:0000270; GO:0008932; GO:0009279; GO:0016998; GO:0071555	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|HAMAP-Rule:MF_01381}; Lipid-anchor {ECO:0000256|HAMAP-Rule:MF_01381}.
A0A140ND61	unreviewed	A0A140ND61_ECOBD	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	htpG ECBD_3183	Escherichia coli (strain B / BL21-DE3)	624	ECBD_3183	NA	GO:0005524; GO:0005829; GO:0006974; GO:0009408; GO:0016887; GO:0048471; GO:0051082; GO:0140662	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00505}.
