uniprot_ID	reviewed	uniprot_name	protein	gene_name_long	organism	organism_id	refseq	length	locus_tag	pathway	go_ids	go_bp	localization
Q97QK5	reviewed	LEPA_STRPN	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA SP_1200	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001047212.1; NZ_CP089948.1.;	607	SP_1200	NA	GO:0003746; GO:0003924; GO:0005525; GO:0005886; GO:0043022; GO:0045727	positive regulation of translation [GO:0045727]	inner membrane
Q97QL9	reviewed	LACG2_STRPN	6-phospho-beta-galactosidase 2 (EC 3.2.1.85) (Beta-D-phosphogalactoside galactohydrolase 2) (PGALase 2) (P-beta-Gal 2) (PBG 2)	lacG2 lacG-2 SP_1184	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000169265.1; NZ_CP089948.1.;	468	SP_1184	PATHWAY: Carbohydrate metabolism; lactose degradation; D-galactose 6-phosphate and beta-D-glucose from lactose 6-phosphate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01574}.	GO:0005829; GO:0008422; GO:0019512; GO:0033920	lactose catabolic process via tagatose-6-phosphate [GO:0019512]	unknown
Q97QN4	reviewed	PYRC_STRPN	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC SP_1167	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000924508.1; NZ_CP089948.1.;	422	SP_1167	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; (S)-dihydroorotate from bicarbonate: step 3/3. {ECO:0000255|HAMAP-Rule:MF_00220}.	GO:0004038; GO:0004151; GO:0005737; GO:0006145; GO:0008270; GO:0044205	'de novo' UMP biosynthetic process [GO:0044205]; purine nucleobase catabolic process [GO:0006145]	unknown
Q97QP2	reviewed	XERS_STRPN	Tyrosine recombinase XerS	xerS SP_1159	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000817881.1; NZ_CP089948.1.;	356	SP_1159	NA	GO:0003677; GO:0005737; GO:0006310; GO:0007059; GO:0009037; GO:0051301	cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA recombination [GO:0006310]	cytoplasm
Q97QP5	reviewed	RNH2_STRPN	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB SP_1156	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000201098.1; NZ_CP089948.1.;	259	SP_1156	NA	GO:0003723; GO:0004523; GO:0005737; GO:0006298; GO:0030145; GO:0032299; GO:0043137	DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]	cytoplasm
Q97QQ0	reviewed	ADDB_STRPN	Exonuclease/helicase subunit RexB (EC 3.1.-.-) (ATP-dependent helicase/deoxyribonuclease subunit B) (ATP-dependent helicase/nuclease subunit RexB)	rexB SP_1151	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000772372.1; NZ_CP089948.1.;	1091	SP_1151	NA	GO:0000724; GO:0003690; GO:0004386; GO:0005524; GO:0008409; GO:0016817	double-strand break repair via homologous recombination [GO:0000724]	unknown
Q97QS5	reviewed	GLGA_STRPN	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA SP_1124	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000697295.1; NZ_CP089948.1.;	477	SP_1124	PATHWAY: Glycan biosynthesis; glycogen biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00484}.	GO:0004373; GO:0005829; GO:0005978; GO:0009011; GO:0033201	glycogen biosynthetic process [GO:0005978]	unknown
Q97QS7	reviewed	GLGC_STRPN	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC SP_1122	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000787276.1; NZ_CP089948.1.;	380	SP_1122	PATHWAY: Glycan biosynthesis; glycogen biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00624}.	GO:0005524; GO:0005978; GO:0008878	glycogen biosynthetic process [GO:0005978]	unknown
Q97QS8	reviewed	GLGB_STRPN	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB SP_1121	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000370260.1; NZ_CP089948.1.;	642	SP_1121	PATHWAY: Glycan biosynthesis; glycogen biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00685}.	GO:0003844; GO:0004553; GO:0005829; GO:0005978; GO:0005982; GO:0043169; GO:0102752	glycogen biosynthetic process [GO:0005978]; starch metabolic process [GO:0005982]	unknown
Q97QT2	reviewed	DNLJ_STRPN	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA SP_1117	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001042585.1; NZ_CP089948.1.;	652	SP_1117	NA	GO:0003677; GO:0003911; GO:0005829; GO:0006260; GO:0006288; GO:0046872	base-excision repair, DNA ligation [GO:0006288]; DNA replication [GO:0006260]	unknown
Q97QV8	reviewed	REX_STRPN	Redox-sensing transcriptional repressor Rex	rex SP_1090	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000653403.1; NZ_CP089948.1.;	213	SP_1090	NA	GO:0003677; GO:0003700; GO:0005737; GO:0045892; GO:0051775	negative regulation of DNA-templated transcription [GO:0045892]; response to redox state [GO:0051775]	cytoplasm
Q97QW6	reviewed	MURA2_STRPN	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2 (EC 2.5.1.7) (Enoylpyruvate transferase 2) (UDP-N-acetylglucosamine enolpyruvyl transferase 2) (EPT 2)	murA2 murZ SP_1081	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001227083.1; NZ_CP089948.1.;	419	SP_1081	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00111}.	GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	cytoplasm
Q97QW8	reviewed	OBG_STRPN	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg SP_1079	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	NA	434	SP_1079	NA	GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0042254	ribosome biogenesis [GO:0042254]	cytoplasm
Q97QZ2	reviewed	PEZA_STRPN	Antitoxin PezA	pezA SP_1050	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000579608.1; NZ_CP089948.1.;	158	SP_1050	NA	GO:0003677	NA	unknown
Q97QZ6	reviewed	Y1045_STRPN	Putative lipid kinase SP_1045 (EC 2.7.1.-)	SP_1045	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000710115.1; NZ_CP089948.1.;	294	SP_1045	NA	GO:0004143; GO:0005524; GO:0005886; GO:0008654; GO:0016310; GO:0046872	phospholipid biosynthetic process [GO:0008654]; phosphorylation [GO:0016310]	unknown
Q97R22	reviewed	KITH_STRPN	Thymidine kinase (EC 2.7.1.21)	tdk SP_1018	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000068144.1; NZ_CP089948.1.;	199	SP_1018	NA	GO:0004797; GO:0005524; GO:0005829; GO:0008270; GO:0016310; GO:0046104; GO:0071897	DNA biosynthetic process [GO:0071897]; phosphorylation [GO:0016310]; thymidine metabolic process [GO:0046104]	cytoplasm
Q97R24	reviewed	MNME_STRPN	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE SP_1016	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000632722.1; NZ_CP089948.1.;	457	SP_1016	NA	GO:0002098; GO:0003924; GO:0005525; GO:0005829; GO:0030488; GO:0046872	tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	cytoplasm
Q97R25	reviewed	DAPA_STRPN	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA SP_1014	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000121646.1; NZ_CP089948.1.;	311	SP_1014	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via DAP pathway; (S)-tetrahydrodipicolinate from L-aspartate: step 3/4. {ECO:0000255|HAMAP-Rule:MF_00418}.	GO:0005829; GO:0008700; GO:0008840; GO:0009089; GO:0009436; GO:0019877	diaminopimelate biosynthetic process [GO:0019877]; glyoxylate catabolic process [GO:0009436]; lysine biosynthetic process via diaminopimelate [GO:0009089]	cytoplasm
Q97R31	reviewed	PEPT_STRPN	Peptidase T (EC 3.4.11.4) (Aminotripeptidase) (Tripeptidase) (Tripeptide aminopeptidase)	pepT SP_1008	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000222054.1; NZ_CP089948.1.;	407	SP_1008	NA	GO:0005829; GO:0006508; GO:0008237; GO:0008270; GO:0043171; GO:0045148	peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]	cytoplasm
Q97R60	reviewed	COAE_STRPN	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE SP_0971	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000516207.1; NZ_CP089948.1.;	201	SP_0971	PATHWAY: Cofactor biosynthesis; coenzyme A biosynthesis; CoA from (R)-pantothenate: step 5/5. {ECO:0000255|HAMAP-Rule:MF_00376}.	GO:0004140; GO:0005524; GO:0005737; GO:0015937; GO:0016310	coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310]	cytoplasm
Q97R61	reviewed	FPG_STRPN	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg SP_0970	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001114592.1; NZ_CP089948.1.;	274	SP_0970	NA	GO:0003684; GO:0006284; GO:0008270; GO:0034039; GO:0140078	base-excision repair [GO:0006284]	unknown
Q97R65	reviewed	PYRDB_STRPN	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit (DHOD B) (DHODase B) (DHOdehase B) (EC 1.3.1.14) (Dihydroorotate oxidase B) (Orotate reductase (NADH))	pyrDB SP_0964	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000210693.1; NZ_CP089948.1.;	312	SP_0964	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1.	GO:0004589; GO:0005737; GO:0006207; GO:0044205	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]	cytoplasm
Q97R66	reviewed	PYRK_STRPN	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	pyrK SP_0963	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	NA	250	SP_0963	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_01211}.	GO:0009055; GO:0016491; GO:0044205; GO:0046872; GO:0050660; GO:0051537	'de novo' UMP biosynthetic process [GO:0044205]	unknown
Q97R84	reviewed	TRMFO_STRPN	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)	trmFO gid SP_0943	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000083696.1; NZ_CP089948.1.;	444	SP_0943	NA	GO:0002098; GO:0005829; GO:0030488; GO:0047151; GO:0050660	tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	cytoplasm
Q97R91	reviewed	KTHY_STRPN	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk SP_0935	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000033362.1; NZ_CP089948.1.;	212	SP_0935	NA	GO:0004798; GO:0005524; GO:0005829; GO:0006227; GO:0006233; GO:0006235; GO:0016310	dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]; phosphorylation [GO:0016310]	unknown
Q97R95	reviewed	PROB_STRPN	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB SP_0931	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000875746.1; NZ_CP089948.1.;	369	SP_0931	PATHWAY: Amino-acid biosynthesis; L-proline biosynthesis; L-glutamate 5-semialdehyde from L-glutamate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00456}.	GO:0003723; GO:0004349; GO:0005524; GO:0005829; GO:0016310; GO:0055129	L-proline biosynthetic process [GO:0055129]; phosphorylation [GO:0016310]	cytoplasm
Q97RC8	reviewed	PEPX_STRPN	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11) (X-Pro dipeptidyl-peptidase) (X-prolyl-dipeptidyl aminopeptidase) (X-PDAP)	pepX SP_0894	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001212037.1; NZ_CP089948.1.;	757	SP_0894	NA	GO:0004177; GO:0005737; GO:0006508; GO:0008236; GO:0008239	proteolysis [GO:0006508]	cytoplasm
Q97RE1	reviewed	THII_STRPN	Probable tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI SP_0881	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001200084.1; NZ_CP089948.1.;	404	SP_0881	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00021}.	GO:0000049; GO:0002937; GO:0004810; GO:0005524; GO:0005829; GO:0009228; GO:0009229; GO:0052837; GO:0140741	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]; thiazole biosynthetic process [GO:0052837]; tRNA 4-thiouridine biosynthesis [GO:0002937]	cytoplasm
Q97RH2	reviewed	DEOC_STRPN	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC SP_0843	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000773677.1; NZ_CP089948.1.;	220	SP_0843	PATHWAY: Carbohydrate degradation; 2-deoxy-D-ribose 1-phosphate degradation; D-glyceraldehyde 3-phosphate and acetaldehyde from 2-deoxy-alpha-D-ribose 1-phosphate: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00114}.	GO:0004139; GO:0005737; GO:0009264; GO:0016052; GO:0046386	carbohydrate catabolic process [GO:0016052]; deoxyribonucleotide catabolic process [GO:0009264]; deoxyribose phosphate catabolic process [GO:0046386]	cytoplasm
Q97RI6	reviewed	DEOB_STRPN	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	deoB SP_0829	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000033106.1; NZ_CP089948.1.;	403	SP_0829	PATHWAY: Carbohydrate degradation; 2-deoxy-D-ribose 1-phosphate degradation; D-glyceraldehyde 3-phosphate and acetaldehyde from 2-deoxy-alpha-D-ribose 1-phosphate: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00740}.	GO:0000287; GO:0005829; GO:0006015; GO:0008973; GO:0009264; GO:0030145; GO:0043094	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; cellular metabolic compound salvage [GO:0043094]; deoxyribonucleotide catabolic process [GO:0009264]	cytoplasm
Q97RI7	reviewed	RPIA_STRPN	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA SP_0828	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000429305.1; NZ_CP089948.1.;	227	SP_0828	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribose 5-phosphate from D-ribulose 5-phosphate (non-oxidative stage): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00170}.	GO:0004751; GO:0005829; GO:0006014; GO:0009052; GO:0043231	D-ribose metabolic process [GO:0006014]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	unknown
Q97RI9	reviewed	FOLD_STRPN	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD SP_0825	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000192090.1; NZ_CP089948.1.;	285	SP_0825	PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000255|HAMAP-Rule:MF_01576}.	GO:0000105; GO:0004477; GO:0004488; GO:0005829; GO:0006164; GO:0009086; GO:0035999	histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]	unknown
Q97RN9	reviewed	METK_STRPN	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK SP_0762	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000003934.1; NZ_CP089948.1.;	396	SP_0762	PATHWAY: Amino-acid biosynthesis; S-adenosyl-L-methionine biosynthesis; S-adenosyl-L-methionine from L-methionine: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00086}.	GO:0000287; GO:0004478; GO:0005524; GO:0005829; GO:0006556; GO:0006730	one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]	cytoplasm
Q97RQ3	reviewed	UPP_STRPN	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp SP_0745	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000515972.1; NZ_CP089948.1.;	209	SP_0745	PATHWAY: Pyrimidine metabolism; UMP biosynthesis via salvage pathway; UMP from uracil: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01218}.	GO:0000287; GO:0004845; GO:0005525; GO:0006223; GO:0044206	UMP salvage [GO:0044206]; uracil salvage [GO:0006223]	unknown
Q97RR9	reviewed	THIM2_STRPN	Hydroxyethylthiazole kinase 2 (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase 2) (TH kinase 2) (Thz kinase 2)	thiM2 SP_0724	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001155185.1; NZ_CP089948.1.;	267	SP_0724	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; 4-methyl-5-(2-phosphoethyl)-thiazole from 5-(2-hydroxyethyl)-4-methylthiazole: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00228}.	GO:0000287; GO:0004417; GO:0005524; GO:0009228; GO:0009229; GO:0016310	phosphorylation [GO:0016310]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	unknown
Q97RS5	reviewed	THIE1_STRPN	Thiamine-phosphate synthase 1 (TP synthase 1) (TPS 1) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase 1) (TMP pyrophosphorylase 1) (TMP-PPase 1)	thiE1 SP_0718	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000468583.1; NZ_CP089948.1.;	209	SP_0718	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; thiamine phosphate from 4-amino-2-methyl-5-diphosphomethylpyrimidine and 4-methyl-5-(2-phosphoethyl)-thiazole: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00097}.	GO:0000287; GO:0004789; GO:0005737; GO:0009228; GO:0009229	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	unknown
Q97RS6	reviewed	THIM1_STRPN	Hydroxyethylthiazole kinase 1 (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase 1) (TH kinase 1) (Thz kinase 1)	thiM1 SP_0717	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000202452.1; NZ_CP089948.1.;	260	SP_0717	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis; 4-methyl-5-(2-phosphoethyl)-thiazole from 5-(2-hydroxyethyl)-4-methylthiazole: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00228}.	GO:0000287; GO:0004417; GO:0005524; GO:0009228; GO:0009229; GO:0016310	phosphorylation [GO:0016310]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	unknown
Q97RU8	reviewed	MURD_STRPN	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD SP_0688	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000863037.1; NZ_CP089948.1.;	450	SP_0688	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00639}.	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008764; GO:0009252; GO:0051301; GO:0071555	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cytoplasm
Q97RW2	reviewed	RNZ_STRPN	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)	rnz SP_0674	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000354338.1; NZ_CP089948.1.;	309	SP_0674	NA	GO:0008270; GO:0042781	NA	unknown
Q97RW5	reviewed	MIAA_STRPN	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA SP_0671	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000850193.1; NZ_CP089948.1.;	294	SP_0671	NA	GO:0005524; GO:0006400; GO:0009824; GO:0052381	tRNA modification [GO:0006400]	unknown
Q97S25	reviewed	SYC_STRPN	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS SP_0591	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000591095.1; NZ_CP089948.1.;	447	SP_0591	NA	GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0008270	cysteinyl-tRNA aminoacylation [GO:0006423]	cytoplasm
Q97S28	reviewed	PNP_STRPN	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp SP_0588	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001827240.1; NZ_CP089948.1.;	737	SP_0588	NA	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006402	mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]	cytoplasm
Q97S31	reviewed	METE_STRPN	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE SP_0585	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000108201.1; NZ_CP089948.1.;	749	SP_0585	PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-methionine from L-homocysteine (MetE route): step 1/1. {ECO:0000255|HAMAP-Rule:MF_00172}.	GO:0003871; GO:0005576; GO:0005829; GO:0008270; GO:0008705; GO:0032259	methylation [GO:0032259]	unknown
Q97S34	reviewed	SYFB_STRPN	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT SP_0581	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000961511.1; NZ_CP089948.1.;	801	SP_0581	NA	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0006432; GO:0009328; GO:0016740	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytoplasm
Q97S36	reviewed	SYFA_STRPN	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS SP_0579	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001818763.1; NZ_CP089948.1.;	348	SP_0579	NA	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432; GO:0016740	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytoplasm
Q97S45	reviewed	SYV_STRPN	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	valS SP_0568	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000032175.1; NZ_CP089948.1.;	883	SP_0568	NA	GO:0002161; GO:0004832; GO:0005524; GO:0005829; GO:0006438	valyl-tRNA aminoacylation [GO:0006438]	cytoplasm
Q97S89	reviewed	PGK_STRPN	Phosphoglycerate kinase (EC 2.7.2.3)	pgk SP_0499	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_001096747.1; NZ_CP089948.1.;	398	SP_0499	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 2/5. {ECO:0000255|HAMAP-Rule:MF_00145}.	GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0016310; GO:0043531	gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; phosphorylation [GO:0016310]	cytoplasm
Q97SA9	reviewed	LACG1_STRPN	6-phospho-beta-galactosidase 1 (EC 3.2.1.85) (Beta-D-phosphogalactoside galactohydrolase 1) (PGALase 1) (P-beta-Gal 1) (PBG 1)	lacG1 lacG-1 SP_0477	Streptococcus pneumoniae serotype 4 ATCC BAA-334 / TIGR4	170187	WP_000429431.1; NZ_CP089948.1.;	470	SP_0477	PATHWAY: Carbohydrate metabolism; lactose degradation; D-galactose 6-phosphate and beta-D-glucose from lactose 6-phosphate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_01574}.	GO:0005829; GO:0008422; GO:0019512; GO:0033920	lactose catabolic process via tagatose-6-phosphate [GO:0019512]	unknown
